year,sector,firms,estabs,emp,denom,estabs_entry,estabs_entry_rate,estabs_exit,estabs_exit_rate,job_creation,job_creation_births,job_creation_continuers,job_creation_rate_births,job_creation_rate,job_destruction,job_destruction_deaths,job_destruction_continuers,job_destruction_rate_deaths,job_destruction_rate,net_job_creation,net_job_creation_rate,reallocation_rate,firmdeath_firms,firmdeath_estabs,firmdeath_emp
1986,23,462690,468553,4815850,4718600,83959,18.293,64765,14.111,1363071,406556,956515,8.616,28.887,1167451,364162,803289,7.718,24.741,195620,4.146,49.483,47469,47521,262008
1986,31-33,284682,331669,16809105,16933203,33663,10.161,32910,9.934,1930821,541795,1389026,3.200,11.403,2177511,679760,1497751,4.014,12.859,-246690,-1.457,22.805,24344,24527,296343
1986,42,276597,353339,4540942,4513171,41831,11.905,37915,10.790,777991,255972,522019,5.672,17.238,721281,267309,453972,5.923,15.982,56710,1.257,31.963,25910,26436,146360
1986,44-45,735982,1054949,11568448,11382618,134386,12.837,118282,11.298,2138993,914553,1224440,8.035,18.792,1770111,649630,1120481,5.707,15.551,368882,3.241,31.102,80953,83905,371891
1986,48-49,100237,124844,2676746,2648852,20597,16.662,18140,14.675,485446,162190,323256,6.123,18.327,429011,144182,284829,5.443,16.196,56435,2.131,32.392,13213,13419,83201
1986,51,50922,79176,2646896,2632740,10812,13.710,10186,12.916,432971,141618,291353,5.379,16.446,408544,124904,283640,4.744,15.518,24427,0.928,31.036,6241,6344,51009
1986,52,171719,282627,5299249,5166744,31610,11.318,24936,8.928,917496,278623,638873,5.393,17.758,652374,219967,432407,4.257,12.626,265122,5.131,25.253,14989,15216,106015
1986,53,189424,206966,1475618,1424231,37799,18.664,28915,14.277,395148,165114,230034,11.593,27.745,290205,129225,160980,9.073,20.376,104943,7.368,40.753,22119,22294,90753
1986,54,368757,392780,3709025,3595070,64784,16.900,45892,11.972,806214,295224,510990,8.212,22.426,576818,215712,361106,6.000,16.045,229396,6.381,32.089,34212,34405,150907
1986,55,24503,44778,3071927,3040602,5055,11.422,4016,9.074,541071,171671,369400,5.646,17.795,476865,113968,362897,3.748,15.683,64206,2.112,31.366,902,957,10070
1986,56,169872,189728,3414893,3280760,37861,20.579,26368,14.332,895812,305233,590579,9.304,27.305,627379,204327,423052,6.228,19.123,268433,8.182,38.246,19950,20062,132433
1986,61,34679,37562,1596455,1578152,4761,12.821,3904,10.513,180162,31042,149120,1.967,11.416,143872,29411,114461,1.864,9.116,36290,2.300,18.233,2978,3022,19942
1986,62,423357,470908,8396731,8244804,48873,10.542,34280,7.394,1189507,451391,738116,5.475,14.427,881437,270179,611258,3.277,10.691,308070,3.737,21.382,25575,25918,196982
1986,71,57708,61310,880804,859958,10912,18.111,8794,14.596,198141,77021,121120,8.956,23.041,156528,56577,99951,6.579,18.202,41613,4.839,36.404,6647,6675,38616
1986,72,304562,385774,7069151,6879873,67132,17.605,58216,15.267,1748877,992045,756832,14.420,25.420,1370092,606720,763372,8.819,19.914,378785,5.506,39.829,42761,43673,401851
1986,81,522855,565027,4053170,3985676,70090,12.543,57605,10.309,753967,282010,471957,7.076,18.917,619409,217940,401469,5.468,15.541,134558,3.376,31.082,41585,42184,155305
1987,11,18421,18977,170858,170501,3109,16.513,2811,14.930,47176,17183,29993,10.078,27.669,46099,18778,27321,11.013,27.037,1077,0.632,54.075,2058,2060,11605
1987,21,21621,27222,578807,632507,3291,11.498,6090,21.278,97884,41428,56456,6.550,15.476,205220,75848,129372,11.992,32.445,-107336,-16.970,30.951,4029,4064,31974
1987,22,5844,12393,774290,772758,654,5.294,575,4.655,45838,13958,31880,1.806,5.932,43066,7975,35091,1.032,5.573,2772,0.359,11.146,313,315,1606
1987,23,485658,492062,4965017,4877830,90479,18.838,66956,13.940,1407254,441939,965315,9.060,28.850,1234210,409421,824789,8.394,25.302,173044,3.548,50.605,49892,49934,282447
1987,31-33,286017,332737,16522435,16658447,35126,10.577,33854,10.194,1897280,535297,1361983,3.213,11.389,2174495,760351,1414144,4.564,13.053,-277215,-1.664,22.779,23996,24227,300581
1987,42,279786,357272,4671838,4637353,43355,12.146,42714,11.966,883091,307018,576073,6.621,19.043,812078,325172,486906,7.012,17.512,71013,1.531,35.023,26632,27290,159386
1987,44-45,729897,1059955,11923546,11732794,136344,12.912,128328,12.153,2293835,988114,1305721,8.422,19.551,1911575,783482,1128093,6.678,16.293,382260,3.258,32.585,82526,85578,409953
1987,48-49,103252,128677,2852556,2799704,22360,17.603,19056,15.002,578143,190321,387822,6.798,20.650,472182,204940,267242,7.320,16.865,105961,3.785,33.731,13083,13241,90227
1987,51,46228,76072,2539117,2542860,12180,16.119,11158,14.767,511203,273987,237216,10.775,20.103,516975,164781,352194,6.480,20.330,-5772,-0.227,40.207,6926,7103,70255
1987,52,173890,289319,5493500,5369892,34083,11.950,25878,9.073,956966,321318,635648,5.984,17.821,707275,218544,488731,4.070,13.171,249691,4.650,26.342,15843,16202,100021
1987,53,193496,212988,1500555,1480817,38683,18.426,32585,15.521,396114,182938,213176,12.354,26.750,358976,170819,188157,11.535,24.242,37138,2.508,48.484,24747,24963,106756
1987,54,386477,413483,4008483,3910913,66571,16.417,50630,12.485,889880,319984,569896,8.182,22.754,693088,279931,413157,7.158,17.722,196792,5.032,35.444,37221,37437,175171
1987,55,24505,44524,3024400,3051148,5330,11.976,5294,11.895,555466,172971,382495,5.669,18.205,610700,178671,432029,5.856,20.015,-55234,-1.810,36.410,1001,1036,13891
1987,56,179992,201376,3556810,3463304,40795,20.840,29557,15.099,989280,384885,604395,11.113,28.565,802039,278099,523940,8.030,23.158,187241,5.406,46.316,22121,22397,157783
1987,61,34784,38441,1637972,1610982,4642,12.180,3981,10.446,184652,33790,150862,2.097,11.462,129957,30872,99085,1.916,8.067,54695,3.395,16.134,3011,3036,19655
1987,62,430442,482970,9243094,8998615,49237,10.312,38238,8.008,1765763,899031,866732,9.991,19.623,1280161,354169,925992,3.936,14.226,485602,5.396,28.452,28066,28399,227425
1987,71,58739,63303,938902,918912,11267,18.064,9409,15.085,220950,84828,136122,9.231,24.045,180854,64512,116342,7.020,19.681,40096,4.363,39.363,7196,7226,45242
1987,72,308965,399275,7406004,7253382,72393,18.427,59552,15.159,1820203,1004983,815220,13.855,25.095,1517478,686727,830751,9.468,20.921,302725,4.174,41.842,43995,44899,444619
1987,81,528273,573125,4074998,4028426,70447,12.394,60973,10.727,769549,286763,482786,7.118,19.103,675583,252110,423473,6.258,16.770,93966,2.333,33.541,44259,44738,170446
1988,11,18757,19233,178943,174832,3139,16.423,2899,15.168,50800,20718,30082,11.850,29.056,42514,18638,23876,10.661,24.317,8286,4.739,48.634,2062,2065,11126
1988,21,21244,26499,576872,579117,3426,12.755,4148,15.443,120076,36090,83986,6.232,20.734,125013,50274,74739,8.681,21.587,-4937,-0.853,41.469,2645,2678,18840
1988,22,6043,12627,771124,772304,944,7.547,706,5.644,49403,18212,31191,2.358,6.397,52326,17792,34534,2.304,6.775,-2923,-0.378,12.794,243,325,6622
1988,23,495852,502349,5074300,5031244,83829,16.854,73881,14.854,1330097,394707,935390,7.845,26.437,1243751,393736,850015,7.826,24.721,86346,1.716,49.441,55950,56029,294651
1988,31-33,291863,339642,17060717,16876782,36336,10.776,31433,9.322,2283652,720176,1563476,4.267,13.531,1919722,678426,1241296,4.020,11.375,363930,2.156,22.750,23356,23546,293913
1988,42,284050,363415,4781327,4739544,42935,11.898,37804,10.476,866868,296657,570211,6.259,18.290,786467,311559,474908,6.574,16.594,80401,1.696,33.187,25352,26092,165535
1988,44-45,735643,1078776,12351224,12165919,134619,12.570,118941,11.106,2325719,1014843,1310876,8.342,19.117,1955840,739148,1216692,6.076,16.076,369879,3.040,32.153,77867,81543,391757
1988,48-49,105025,132110,3001167,2932405,22440,17.200,19151,14.679,624262,216157,408105,7.371,21.288,482082,182361,299721,6.219,16.440,142180,4.849,32.880,13473,13679,95050
1988,51,47732,77447,2576896,2561007,10889,14.100,10447,13.528,378286,149003,229283,5.818,14.771,347140,128945,218195,5.035,13.555,31146,1.216,27.110,5590,5758,52186
1988,52,173354,295328,5251402,5275215,37245,12.793,28876,9.918,863873,321110,542763,6.087,16.376,906093,287295,618798,5.446,17.176,-42220,-0.800,32.752,16128,16370,114483
1988,53,197912,220486,1585126,1545250,36428,16.801,29087,13.416,418539,203330,215209,13.158,27.086,337800,145241,192559,9.399,21.861,80739,5.225,43.721,21979,22293,99400
1988,54,401361,430790,4266791,4153682,69661,16.484,53301,12.612,934436,354921,579515,8.545,22.497,708559,281015,427544,6.765,17.059,225877,5.438,34.117,39556,39935,172570
1988,55,25544,47447,3065068,3051563,8204,17.842,5272,11.466,647254,215247,432007,7.054,21.211,619915,189129,430786,6.198,20.315,27339,0.896,40.629,869,920,14636
1988,56,189078,212830,3872309,3721649,41950,20.245,30707,14.819,1144211,431992,712219,11.608,30.745,839639,308951,530688,8.301,22.561,304572,8.184,45.122,23160,23422,180935
1988,61,35964,39963,1696012,1678654,5142,13.100,3721,9.480,179508,35965,143543,2.142,10.694,145140,27530,117610,1.640,8.646,34368,2.047,17.292,2755,2802,19920
1988,62,438236,496193,9441254,9297089,49484,10.106,36374,7.429,1345454,505995,839459,5.443,14.472,1059638,395638,664000,4.256,11.398,285816,3.074,22.795,26401,26906,247905
1988,71,62783,67433,983664,963045,13196,20.153,9287,14.183,230480,86465,144015,8.978,23.932,188510,71195,117315,7.393,19.574,41970,4.358,39.149,6956,7045,47895
1988,72,314991,410959,7653814,7539907,69135,17.051,58124,14.336,1790765,937745,853020,12.437,23.750,1571319,646135,925184,8.570,20.840,219446,2.910,41.680,40774,41797,408862
1988,81,538041,585087,4198738,4138537,69785,12.052,57639,9.955,784841,290058,494783,7.009,18.964,664396,229034,435362,5.534,16.054,120445,2.910,32.108,41597,42133,154265
1989,11,19066,19577,179228,179791,3020,15.554,2698,13.896,44578,17194,27384,9.563,24.794,45748,14871,30877,8.271,25.445,-1170,-0.651,49.589,2004,2005,10799
1989,21,20541,25715,559419,569324,2954,11.307,3775,14.449,101783,37868,63915,6.651,17.878,121638,49450,72188,8.686,21.365,-19855,-3.487,35.756,2553,2591,22092
1989,22,6317,12872,766130,769107,817,6.394,630,4.930,40384,12955,27429,1.684,5.251,46124,10914,35210,1.419,5.997,-5740,-0.746,10.502,287,287,1740
1989,23,504326,510558,5204540,5137253,80363,15.867,72230,14.261,1357611,387952,969659,7.552,26.427,1222949,392672,830277,7.644,23.806,134662,2.621,47.611,54879,54963,287822
1989,31-33,295000,342828,17314214,17173519,34970,10.245,32006,9.376,2140653,578054,1562599,3.366,12.465,1859014,655099,1203915,3.815,10.825,281639,1.640,21.650,23601,23859,281067
1989,42,286542,367369,4921903,4853518,41693,11.409,37803,10.345,870809,277880,592929,5.725,17.942,733907,309877,424030,6.385,15.121,136902,2.821,30.242,25562,26349,155710
1989,44-45,737428,1090426,12741033,12552024,126845,11.692,115677,10.663,2253092,950715,1302377,7.574,17.950,1882719,704711,1178008,5.614,14.999,370373,2.951,29.999,78154,82746,404367
1989,48-49,107196,134964,3095941,3048543,21170,15.858,18241,13.664,584759,196337,388422,6.440,19.182,493794,183055,310739,6.005,16.198,90965,2.984,32.395,13085,13316,88334
1989,51,49392,81496,2633366,2611671,13391,16.820,9627,12.092,447034,161745,285289,6.193,17.117,403779,150733,253046,5.772,15.461,43255,1.656,30.921,5650,5807,51704
1989,52,175222,302300,5348773,5306460,43755,14.647,36609,12.255,938597,401285,537312,7.562,17.688,865981,337698,528283,6.364,16.319,72616,1.368,32.639,15593,15823,127466
1989,53,200708,224871,1631655,1607433,35185,15.806,30648,13.768,391657,164482,227175,10.233,24.365,341696,140959,200737,8.769,21.257,49961,3.108,42.514,23309,23760,101816
1989,54,412647,443504,4556624,4414368,66410,15.206,52895,12.111,994675,360009,634666,8.155,22.533,711645,296728,414917,6.722,16.121,283030,6.412,32.242,39543,39957,172953
1989,55,26566,49793,3181866,3126658,6778,13.941,4433,9.118,617713,234608,383105,7.503,19.756,509600,123783,385817,3.959,16.299,108113,3.458,32.597,956,989,14571
1989,56,198476,225000,4227258,4053326,42806,19.533,31110,14.196,1180120,419320,760800,10.345,29.115,835153,291334,543819,7.188,20.604,344967,8.511,41.208,23801,24035,182501
1989,61,37277,41519,1759880,1725415,5172,12.668,3788,9.278,203669,43483,160186,2.520,11.804,134581,34262,100319,1.986,7.800,69088,4.004,15.600,2820,2891,24446
1989,62,446273,508804,9857342,9638980,49183,9.786,36715,7.305,1309218,433005,876213,4.492,13.583,872088,338494,533594,3.512,9.048,437130,4.535,18.095,27507,28165,214601
1989,71,65256,70164,1034389,1011289,12290,17.832,9804,14.225,226548,79320,147228,7.843,22.402,179275,65708,113567,6.497,17.727,47273,4.675,35.455,7521,7633,48495
1989,72,320815,420952,7940150,7800710,67196,16.151,57412,13.799,1740844,888444,852400,11.389,22.316,1461666,653975,807691,8.384,18.738,279178,3.579,37.475,41907,43273,427311
1989,81,548822,598576,4382280,4293087,69404,11.719,56767,9.585,814233,293151,521082,6.828,18.966,636354,231906,404448,5.402,14.823,177879,4.143,29.646,42287,43298,167233
1990,11,19708,20253,183371,181703,3324,16.681,2672,13.409,46112,18947,27165,10.427,25.378,42821,15575,27246,8.572,23.566,3291,1.811,47.133,1934,1946,10354
1990,21,20355,25414,568097,562410,2982,11.655,3324,12.992,103721,31111,72610,5.532,18.442,92228,36632,55596,6.513,16.399,11493,2.044,32.797,2204,2238,16444
1990,22,6428,13214,777011,771654,983,7.542,622,4.772,50872,19205,31667,2.489,6.593,40623,6817,33806,0.883,5.264,10249,1.328,10.529,339,339,2056
1990,23,513947,520168,5323886,5263951,81774,15.866,72278,14.023,1371313,385619,985694,7.326,26.051,1251115,383881,867234,7.293,23.768,120198,2.283,47.535,55039,55106,299741
1990,31-33,297134,345448,17066980,17204222,33755,9.810,31058,9.026,1745704,517990,1227714,3.011,10.147,2020196,559735,1460461,3.253,11.742,-274492,-1.595,20.294,23666,23862,260766
1990,42,288948,371803,5030998,4976059,40839,11.051,36344,9.835,827441,273618,553823,5.499,16.628,717896,265117,452779,5.328,14.427,109545,2.201,28.854,25517,26346,159467
1990,44-45,733726,1094884,12973847,12865081,120244,11.003,116113,10.625,2098076,863071,1235005,6.709,16.308,1881720,684240,1197480,5.319,14.627,216356,1.682,29.253,79862,84140,414628
1990,48-49,108856,137187,3209996,3152196,20608,15.145,18370,13.501,579761,183992,395769,5.837,18.392,463421,173145,290276,5.493,14.702,116340,3.691,29.403,13488,13688,90663
1990,51,50546,82899,2731731,2685195,11336,13.791,9935,12.087,425160,150598,274562,5.608,15.833,332826,120322,212504,4.481,12.395,92334,3.439,24.790,5695,5791,47444
1990,52,177809,311065,5484115,5435638,37309,12.165,28581,9.319,907958,336630,571328,6.193,16.704,810598,255747,554851,4.705,14.913,97360,1.791,29.825,15484,15602,99818
1990,53,202270,228102,1683306,1657185,33768,14.912,30463,13.452,387601,167617,219984,10.115,23.389,335214,146352,188862,8.831,20.228,52387,3.161,40.456,23158,23565,100070
1990,54,424217,456672,4781723,4669529,65608,14.581,52169,11.594,938787,332757,606030,7.126,20.105,716594,260819,455775,5.586,15.346,222193,4.758,30.692,39726,40049,179607
1990,55,27647,52036,3257969,3214607,6803,13.364,4544,8.926,559237,184855,374382,5.750,17.397,471939,116154,355785,3.613,14.681,87298,2.716,29.362,1034,1063,12361
1990,56,207346,235539,4575426,4415391,42867,18.613,32412,14.073,1217062,421350,795712,9.543,27.564,897444,308048,589396,6.977,20.325,319618,7.239,40.651,24983,25276,195155
1990,61,38802,43218,1846392,1811350,5471,12.893,3906,9.205,211440,54487,156953,3.008,11.673,141974,41121,100853,2.270,7.838,69466,3.835,15.676,2898,2946,21538
1990,62,455362,522674,10398417,10151303,48534,9.406,35133,6.809,1310352,413185,897167,4.070,12.908,814196,277968,536228,2.738,8.021,496156,4.888,16.041,26942,27507,180869
1990,71,65591,70509,1102999,1067600,10649,15.159,10126,14.415,236605,78209,158396,7.326,22.162,165590,63150,102440,5.915,15.510,71015,6.652,31.021,7783,7860,46919
1990,72,324747,428110,8143040,8043498,65343,15.389,58318,13.735,1685248,854671,830577,10.626,20.952,1486067,630432,855635,7.838,18.475,199181,2.476,36.951,42908,44087,421049
1990,81,558253,610188,4533140,4461629,67783,11.213,56464,9.340,793248,274403,518845,6.150,17.779,649419,220600,428819,4.944,14.556,143829,3.224,29.111,42762,43453,161626
1991,11,20140,20668,183846,185670,2904,14.042,2931,14.172,44657,16156,28501,8.701,24.052,48638,16649,31989,8.967,26.196,-3981,-2.144,48.104,2076,2081,11948
1991,21,21032,26047,570265,571659,3033,11.603,3219,12.314,100021,38156,61865,6.675,17.497,102834,36524,66310,6.389,17.989,-2813,-0.492,34.993,2160,2191,18949
1991,22,6498,13880,775093,777345,1227,9.005,719,5.277,53751,23571,30180,3.032,6.915,58046,11275,46771,1.450,7.467,-4295,-0.553,13.829,400,402,3218
1991,23,510450,516740,4755722,5057276,71441,13.691,81606,15.639,1000927,303643,697284,6.004,19.792,1606295,452253,1154042,8.943,31.762,-605368,-11.970,39.584,59015,59110,339106
1991,31-33,297140,345066,16086581,16579733,29814,8.585,34227,9.856,1433469,406520,1026949,2.452,8.646,2421120,738982,1682138,4.457,14.603,-987651,-5.957,17.292,25667,25982,424488
1991,42,277953,362004,4762289,4837864,40316,11.140,40104,11.082,708281,257814,450467,5.329,14.640,860802,334387,526415,6.912,17.793,-152521,-3.153,29.281,27269,28066,199322
1991,44-45,714820,1078126,12595258,12780784,110409,10.168,125918,11.596,1827650,800832,1026818,6.266,14.300,2201758,812000,1389758,6.353,17.227,-374108,-2.927,28.600,82780,87716,483965
1991,48-49,108925,138464,3194838,3201897,20688,14.990,19783,14.334,538020,189976,348044,5.933,16.803,552417,201820,350597,6.303,17.253,-14397,-0.450,33.606,13862,14095,104733
1991,51,50152,86983,2708850,2729458,14806,17.411,10912,12.832,435958,218819,217139,8.017,15.972,479012,147033,331979,5.387,17.550,-43054,-1.577,31.945,5949,6077,56137
1991,52,175460,334610,5558186,5598464,55446,17.171,32036,9.921,1096787,615078,481709,10.987,19.591,1184403,330227,854176,5.899,21.156,-87616,-1.565,39.182,16280,16811,145059
1991,53,192901,226371,1589225,1615613,36189,16.124,32340,14.409,377056,201315,175741,12.461,23.338,429473,183322,246151,11.347,26.583,-52417,-3.244,46.677,24345,24774,118608
1991,54,422955,459337,4700470,4718433,64873,14.260,56059,12.323,826034,311248,514786,6.596,17.507,863749,327484,536265,6.941,18.306,-37715,-0.799,35.013,42342,42739,214835
1991,55,28507,54558,3247624,3250365,6869,12.855,4622,8.650,518219,183333,334886,5.640,15.943,522192,108360,413832,3.334,16.066,-3973,-0.122,31.887,1178,1211,13503
1991,56,212861,243471,4528149,4548750,41657,17.338,35249,14.671,1101385,435206,666179,9.568,24.213,1141860,403128,738732,8.862,25.103,-40475,-0.890,48.426,26593,26921,273101
1991,61,41299,45934,1920627,1897570,5595,12.348,4351,9.602,196378,45600,150778,2.403,10.349,151657,37145,114512,1.958,7.992,44721,2.357,15.984,3160,3241,26764
1991,62,459221,533251,10700895,10545914,48647,9.215,37932,7.186,1291907,414940,876967,3.935,12.250,980241,372975,607266,3.537,9.295,311666,2.955,18.590,28766,29325,255014
1991,71,62817,67838,1097445,1090783,9453,13.905,9742,14.330,204046,74620,129426,6.841,18.706,191306,70783,120523,6.489,17.538,12740,1.168,35.077,7531,7663,53483
1991,72,324127,430253,7943750,8038423,62223,14.525,58516,13.659,1480698,803476,677222,9.995,18.420,1667612,667135,1000477,8.299,20.746,-186914,-2.325,36.841,42736,44190,456056
1991,81,565359,620828,4529195,4540350,64479,10.437,58464,9.463,734978,266427,468551,5.868,16.188,756679,248049,508630,5.463,16.666,-21701,-0.478,32.375,43273,43972,183528
1992,11,20283,20789,186909,184322,3036,14.671,2847,13.757,46867,15445,31422,8.379,25.427,41787,14253,27534,7.733,22.671,5080,2.756,45.341,2109,2116,10872
1992,21,19849,24650,520346,542899,2610,10.360,3695,14.667,88059,31828,56231,5.863,16.220,132652,45427,87225,8.367,24.434,-44593,-8.214,32.440,2314,2341,18067
1992,22,5717,13627,772695,772812,1127,8.419,647,4.833,82275,41305,40970,5.345,10.646,82499,23484,59015,3.039,10.675,-224,-0.029,21.292,300,301,1417
1992,23,498481,504726,4509800,4601019,72904,14.350,79533,15.655,1059593,297844,761749,6.473,23.030,1241825,366876,874949,7.974,26.990,-182232,-3.961,46.059,57557,57618,270252
1992,31-33,289890,336631,15855079,15969260,27891,8.224,32907,9.703,1634364,406525,1227839,2.546,10.234,1861230,590344,1270886,3.697,11.655,-226866,-1.421,20.469,24153,24341,250364
1992,42,290916,372307,4825209,4848703,39093,10.475,40850,10.946,787571,250669,536902,5.170,16.243,834323,310824,523499,6.410,17.207,-46752,-0.964,32.486,24628,25639,137419
1992,44-45,692502,1050050,12330525,12405301,108593,10.262,124965,11.809,1848753,776743,1072010,6.261,14.903,1998887,746281,1252606,6.016,16.113,-150134,-1.210,29.806,74190,78639,372194
1992,48-49,110073,140775,3162207,3170980,20609,14.746,18585,13.298,514154,175414,338740,5.532,16.214,535412,165762,369650,5.227,16.885,-21258,-0.670,32.429,12890,13064,83933
1992,51,50280,87546,2644320,2735415,11274,12.936,10490,12.036,389990,149914,240076,5.480,14.257,572100,196197,375903,7.172,20.915,-182110,-6.657,28.514,5230,5392,63085
1992,52,174330,337013,5357035,5394747,34884,10.421,30370,9.072,874384,291327,583057,5.400,16.208,951296,314839,636457,5.836,17.634,-76912,-1.426,32.416,14100,14543,111226
1992,53,193259,229082,1570255,1586062,30775,13.479,29232,12.804,341875,144793,197082,9.129,21.555,371204,149252,221952,9.410,23.404,-29329,-1.849,43.110,20546,21177,95169
1992,54,432139,469711,4665589,4652460,62903,13.538,52788,11.361,860879,304047,556832,6.535,18.504,829925,338609,491316,7.278,17.838,30954,0.665,35.677,37120,37446,227254
1992,55,28396,53457,3213472,3231654,4880,9.028,6076,11.240,572092,154983,417109,4.796,17.703,609150,173008,436142,5.354,18.849,-37058,-1.147,35.406,887,922,14297
1992,56,212226,244138,4714223,4627245,40137,16.564,36501,15.063,1202458,437884,764574,9.463,25.986,1025407,371663,653744,8.032,22.160,177051,3.826,44.320,26801,27051,223874
1992,61,41577,46887,1975609,1945372,5551,11.992,4356,9.410,200344,36314,164030,1.867,10.298,139040,33652,105388,1.730,7.147,61304,3.151,14.294,3143,3203,24002
1992,62,466830,546340,11282116,11015977,48762,9.031,36016,6.670,1577505,503694,1073811,4.572,14.320,1047543,316744,730799,2.875,9.509,529962,4.811,19.019,25276,25777,197265
1992,71,63612,68721,1142430,1120358,9685,14.219,8471,12.437,237928,81900,156028,7.310,21.237,192908,73758,119150,6.583,17.218,45020,4.018,34.437,6119,6175,43579
1992,72,329036,436951,8127508,8057395,62663,14.421,57798,13.302,1604205,795418,808787,9.872,19.910,1468614,645776,822838,8.015,18.227,135591,1.683,36.454,39097,40142,386548
1992,81,574535,631830,4577849,4561776,63071,10.024,57858,9.195,758860,245778,513082,5.388,16.635,726183,239669,486514,5.254,15.919,32677,0.716,31.838,40121,40656,163412
1993,11,20725,21228,185793,185975,3041,14.409,2796,13.248,44863,15016,29847,8.074,24.123,45166,15156,30010,8.150,24.286,-303,-0.163,48.246,2007,2009,10622
1993,21,19265,23945,480855,498678,2595,10.706,3183,13.132,80983,29525,51458,5.921,16.240,116879,37333,79546,7.486,23.438,-35896,-7.198,32.479,2062,2081,15379
1993,22,6039,14072,759131,765841,894,6.425,578,4.154,59421,17240,42181,2.251,7.759,73117,10426,62691,1.361,9.547,-13696,-1.788,15.518,217,221,1339
1993,23,503184,509356,4550934,4522952,79048,15.653,70357,13.932,1129012,314311,814701,6.949,24.962,1073912,319329,754583,7.060,23.744,55100,1.218,47.487,51778,51819,240821
1993,31-33,292274,338652,15876224,15879390,29906,8.847,28690,8.487,1656510,388998,1267512,2.450,10.432,1662013,462168,1199845,2.910,10.466,-5503,-0.035,20.864,21646,21857,213924
1993,42,295108,375917,4893370,4854470,39230,10.482,35945,9.604,766031,227125,538906,4.679,15.780,687743,235975,451768,4.861,14.167,78288,1.613,28.334,24326,24938,132074
1993,44-45,693419,1046795,12633834,12483164,103245,9.847,106698,10.176,1996256,786023,1210233,6.297,15.992,1703261,619564,1083697,4.963,13.644,292995,2.347,27.289,66259,69675,318825
1993,48-49,114296,144961,3204281,3185418,21030,14.699,17245,12.054,497673,141355,356318,4.438,15.623,458734,151363,307371,4.752,14.401,38939,1.222,28.802,12120,12309,79559
1993,51,52132,88841,2672002,2668508,11140,12.626,9920,11.243,401770,139513,262257,5.228,15.056,393910,138204,255706,5.179,14.761,7860,0.295,29.523,4770,4933,48787
1993,52,179894,337055,5264817,5301675,34512,10.226,35418,10.494,872076,275038,597038,5.188,16.449,951391,397385,554006,7.495,17.945,-79315,-1.496,32.898,13046,13869,74531
1993,53,198125,234093,1612015,1592366,30644,13.217,26181,11.292,353136,133586,219550,8.389,22.177,313746,121989,191757,7.661,19.703,39390,2.474,39.406,18691,19098,76716
1993,54,447763,484706,4854331,4786710,65387,13.700,50495,10.580,901161,313128,588033,6.542,18.826,767037,241687,525350,5.049,16.024,134124,2.802,32.049,35539,37338,147298
1993,55,28308,51481,3161463,3191561,4487,8.557,6401,12.207,529770,131911,397859,4.133,16.599,590957,158958,431999,4.981,18.516,-61187,-1.917,33.198,853,895,11920
1993,56,220921,252791,5133310,4925161,41764,16.810,33090,13.318,1390780,432186,958594,8.775,28.238,973258,341186,632072,6.927,19.761,417522,8.477,39.522,24180,24638,218848
1993,61,43203,48516,2018956,1980406,5827,12.221,4153,8.710,222053,51923,170130,2.622,11.213,144547,32149,112398,1.623,7.299,77506,3.914,14.598,2913,2993,22286
1993,62,474421,557345,11696742,11493682,47947,8.689,36860,6.680,1474655,414817,1059838,3.609,12.830,1072959,348257,724702,3.030,9.335,401696,3.495,18.670,26529,27137,183194
1993,71,65790,71000,1203234,1172716,9842,14.078,7662,10.960,241561,85601,155960,7.299,20.598,179671,52124,127547,4.445,15.321,61890,5.277,30.642,5626,5690,36380
1993,72,337845,443425,8232299,8175612,59493,13.515,53015,12.044,1546679,738732,807947,9.036,18.918,1432101,575744,856357,7.042,17.517,114578,1.401,35.033,36363,37564,345929
1993,81,581626,637919,4664678,4614298,60121,9.470,53960,8.500,755402,220011,535391,4.768,16.371,655754,201640,454114,4.370,14.211,99648,2.160,28.423,38629,39360,138184
1994,11,21379,21903,188932,187433,3387,15.720,2672,12.402,44716,15295,29421,8.160,23.857,41358,13509,27849,7.207,22.065,3358,1.792,44.131,1986,1986,9380
1994,21,18984,23794,488633,487271,2530,10.564,2842,11.866,87745,29459,58286,6.046,18.007,85076,29599,55477,6.074,17.460,2669,0.548,34.919,1886,1905,13406
1994,22,6014,14170,740969,750641,840,5.975,619,4.403,44132,16639,27493,2.217,5.879,63311,8160,55151,1.087,8.434,-19179,-2.555,11.758,266,281,1450
1994,23,519993,526176,4754656,4656587,83695,16.165,66846,12.911,1210711,335970,874741,7.215,26.000,1015316,308838,706478,6.632,21.804,195395,4.196,43.608,49397,49443,234319
1994,31-33,294059,340706,16061876,16021031,30019,8.824,28985,8.520,1746777,438652,1308125,2.738,10.903,1667082,508253,1158829,3.172,10.406,79695,0.497,20.811,21904,22109,238401
1994,42,299566,381385,5018281,4977937,40357,10.636,36496,9.618,778292,230391,547901,4.628,15.635,697329,244358,452971,4.909,14.008,80963,1.626,28.017,24994,25782,137409
1994,44-45,693163,1051125,13057870,12873818,105574,10.050,104359,9.934,2044232,840523,1203709,6.529,15.879,1678326,608435,1069891,4.726,13.037,365906,2.842,26.073,67687,71158,313693
