year,pfg_utly,sector,firms,estabs,emp,denom,estabs_entry,estabs_entry_rate,estabs_exit,estabs_exit_rate,job_creation,job_creation_births,job_creation_continuers,job_creation_rate_births,job_creation_rate,job_destruction,job_destruction_deaths,job_destruction_continuers,job_destruction_rate_deaths,job_destruction_rate,net_job_creation,net_job_creation_rate,reallocation_rate,firmdeath_firms,firmdeath_estabs,firmdeath_emp
1989,No Utility Patent Granted,22,6207,10068,485920,484169,736,7.421,435,4.386,28457,10591,17866,2.187,5.877,25103,3930,21173,0.812,5.185,3354,0.693,10.370,287,287,1740
1989,No Utility Patent Granted,23,503727,508256,5004982,4932970,80158,15.901,71875,14.258,1312583,375932,936651,7.621,26.608,1167621,371784,795837,7.537,23.670,144962,2.939,47.339,54854,54936,287563
1989,No Utility Patent Granted,31-33,286940,309491,8747355,8633902,33442,10.864,30121,9.785,1361562,376608,984954,4.362,15.770,1134584,435127,699457,5.040,13.141,226978,2.629,26.282,23400,23631,270501
1989,No Utility Patent Granted,42,283286,333180,3964906,3897145,38348,11.587,33881,10.238,696794,216549,480245,5.557,17.880,560928,224271,336657,5.755,14.393,135866,3.486,28.787,25466,26218,154128
1989,No Utility Patent Granted,44-45,736290,1022816,11891626,11704025,120806,11.871,110524,10.860,2101074,889931,1211143,7.604,17.952,1731061,658307,1072754,5.625,14.790,370013,3.161,29.581,78117,82687,403936
1989,No Utility Patent Granted,48-49,106369,128013,2540261,2507979,20479,16.174,17692,13.973,487835,161002,326833,6.420,19.451,424013,162339,261674,6.473,16.907,63822,2.545,33.813,13081,13312,88240
1989,No Utility Patent Granted,51,48986,61145,1428870,1408785,9927,16.462,8239,13.663,249077,101883,147194,7.232,17.680,209263,91451,117812,6.491,14.854,39814,2.826,29.708,5641,5797,50030
1989,No Utility Patent Granted,52,174862,274040,4502995,4461556,40876,15.108,33899,12.530,789469,346440,443029,7.765,17.695,719042,275727,443315,6.180,16.116,70427,1.579,32.233,15583,15813,127432
1989,No Utility Patent Granted,53,200250,220742,1575543,1552301,34580,15.818,30314,13.867,378232,160241,217991,10.323,24.366,330513,137423,193090,8.853,21.292,47719,3.074,42.584,23299,23742,101638
1989,No Utility Patent Granted,54,410452,435944,3857888,3718661,65264,15.203,51970,12.106,876619,313074,563545,8.419,23.574,598958,255772,343186,6.878,16.107,277661,7.467,32.214,39460,39871,172124
1989,No Utility Patent Granted,55,24300,35484,1607217,1561031,4920,14.256,2977,8.626,351616,149455,202161,9.574,22.525,260311,61578,198733,3.945,16.676,91305,5.849,33.351,944,973,13821
1989,No Utility Patent Granted,56,197853,219749,3887843,3723838,41757,19.498,30580,14.279,1101494,388740,712754,10.439,29.580,775765,264801,510964,7.111,20.832,325729,8.747,41.665,23787,24020,182079
1989,No Utility Patent Granted,61,37146,41100,1405474,1380061,5128,12.689,3755,9.291,173257,37048,136209,2.685,12.554,122789,33383,89406,2.419,8.897,50468,3.657,17.795,2817,2888,24441
1989,No Utility Patent Granted,62,446016,505088,9339977,9126282,48589,9.738,36358,7.287,1257947,422145,835802,4.626,13.784,832156,333525,498631,3.655,9.118,425791,4.666,18.236,27500,28158,214560
1989,No Utility Patent Granted,71,65124,69380,977873,955875,12216,17.926,9753,14.311,219019,77467,141552,8.104,22.913,174303,65089,109214,6.809,18.235,44716,4.678,36.470,7517,7629,48445
1989,No Utility Patent Granted,72,320541,397748,7117662,7011150,64574,16.417,55774,14.179,1578227,819566,758661,11.689,22.510,1367544,618078,749466,8.816,19.505,210683,3.005,39.011,41899,43260,426725
1989,No Utility Patent Granted,81,548112,593647,4218158,4136187,68590,11.674,56358,9.592,778890,281357,497533,6.802,18.831,615015,223092,391923,5.394,14.869,163875,3.962,29.738,42272,43250,166544
1989,Utility Patent Granted,11,70,209,11962,13173,18,8.738,12,5.825,1046,459,587,3.484,7.940,3581,565,3016,4.289,27.184,-2535,-19.244,15.881,D,D,D
1989,Utility Patent Granted,21,280,2612,195405,197522,283,10.653,372,14.003,30295,10731,19564,5.433,15.338,35143,15758,19385,7.978,17.792,-4848,-2.454,30.675,4,4,66
1989,Utility Patent Granted,22,110,2804,280210,284938,81,2.831,195,6.816,11880,2364,9516,0.830,4.169,21082,6984,14098,2.451,7.399,-9202,-3.229,8.339,0,0,0
1989,Utility Patent Granted,23,599,2302,199558,204283,205,8.624,355,14.935,45352,12020,33332,5.884,22.201,55085,20888,34197,10.225,26.965,-9733,-4.764,44.401,25,27,259
1989,Utility Patent Granted,31-33,8060,33337,8566859,8539617,1528,4.559,1885,5.624,778851,201446,577405,2.359,9.120,724262,219972,504290,2.576,8.481,54589,0.639,16.962,201,228,10566
1989,Utility Patent Granted,42,3256,34189,956997,956374,3345,9.702,3922,11.376,174019,61331,112688,6.413,18.196,173031,85606,87425,8.951,18.092,988,0.103,36.185,96,131,1582
1989,Utility Patent Granted,44-45,1138,67610,849407,847999,6039,8.991,5153,7.672,152025,60784,91241,7.168,17.927,150869,46404,104465,5.472,17.791,1156,0.136,35.582,37,59,431
1989,Utility Patent Granted,48-49,827,6951,555680,540564,691,10.044,549,7.980,96677,35335,61342,6.537,17.884,69132,20716,48416,3.832,12.789,27545,5.096,25.578,4,4,94
1989,Utility Patent Granted,51,406,20351,1204496,1202886,3464,17.936,1388,7.187,197994,59862,138132,4.977,16.460,194476,59282,135194,4.928,16.167,3518,0.292,32.335,9,10,1674
1989,Utility Patent Granted,52,360,28260,845778,844904,2879,10.218,2710,9.618,149128,54845,94283,6.491,17.650,146942,61971,84971,7.335,17.392,2186,0.259,34.783,10,10,34
1989,Utility Patent Granted,53,458,4129,56112,55133,605,15.150,334,8.364,13425,4241,9184,7.692,24.350,11170,3536,7634,6.414,20.260,2255,4.090,40.521,10,18,178
1989,Utility Patent Granted,54,2195,7560,698736,695707,1146,15.384,925,12.417,118336,46935,71401,6.746,17.009,112683,40956,71727,5.887,16.197,5653,0.813,32.394,83,86,829
1989,Utility Patent Granted,55,2266,14309,1574649,1565627,1858,13.170,1456,10.320,266005,85153,180852,5.439,16.990,249276,62205,187071,3.973,15.922,16729,1.069,31.844,12,16,750
1989,Utility Patent Granted,56,623,5251,339415,329488,1049,21.016,530,10.618,78676,30580,48096,9.281,23.878,59413,26533,32880,8.053,18.032,19263,5.846,36.064,14,15,422
1989,Utility Patent Granted,61,131,419,354406,345355,44,10.641,33,7.981,30450,6435,24015,1.863,8.817,11847,879,10968,0.255,3.430,18603,5.387,6.861,3,3,5
1989,Utility Patent Granted,62,257,3716,517365,512699,594,16.511,357,9.924,51437,10860,40577,2.118,10.033,39990,4969,35021,0.969,7.800,11447,2.233,15.600,7,7,41
1989,Utility Patent Granted,71,132,784,56516,55414,74,9.579,51,6.602,7659,1853,5806,3.344,13.821,5101,619,4482,1.117,9.205,2558,4.616,18.411,4,4,50
1989,Utility Patent Granted,72,274,23204,822488,789560,2622,11.545,1638,7.212,162715,68878,93837,8.724,20.608,94511,35897,58614,4.546,11.970,68204,8.638,23.940,8,13,586
1989,Utility Patent Granted,81,710,4929,164122,156900,814,17.222,409,8.653,35437,11794,23643,7.517,22.586,21306,8814,12492,5.618,13.579,14131,9.006,27.159,15,48,689
1990,No Utility Patent Granted,11,19637,20017,171278,169614,3298,16.743,2660,13.504,45232,18690,26542,11.019,26.668,41946,15415,26531,9.088,24.730,3286,1.937,49.461,1933,1945,10315
1990,No Utility Patent Granted,21,20089,22594,357328,350238,2710,11.917,3003,13.206,77416,25674,51742,7.330,22.104,63188,25752,37436,7.353,18.041,14228,4.062,36.083,2201,2235,16440
1990,No Utility Patent Granted,22,6324,10330,520211,515703,761,7.454,520,5.093,34105,14081,20024,2.730,6.613,25530,4839,20691,0.938,4.951,8575,1.663,9.901,339,339,2056
1990,No Utility Patent Granted,23,513338,517741,5086133,5035451,81526,15.892,72074,14.049,1310753,376174,934579,7.471,26.030,1209705,375426,834279,7.456,24.024,101048,2.007,48.048,55010,55077,299176
1990,No Utility Patent Granted,31-33,288879,311714,8632499,8671528,32279,10.402,29475,9.499,1152950,360173,792777,4.154,13.296,1234107,368277,865830,4.247,14.232,-81157,-0.936,26.592,23458,23649,253261
1990,No Utility Patent Granted,42,285567,336786,4015884,3981513,37366,11.160,33415,9.980,653243,208937,444306,5.248,16.407,585491,219394,366097,5.510,14.705,67752,1.702,29.410,25411,26232,157877
1990,No Utility Patent Granted,44-45,732560,1025258,12046961,11963519,114677,11.203,111400,10.883,1908987,799542,1109445,6.683,15.957,1746489,642915,1103574,5.374,14.598,162498,1.358,29.197,79821,84097,414335
1990,No Utility Patent Granted,48-49,108025,129892,2625584,2578984,20121,15.619,17982,13.959,515794,170505,345289,6.611,20.000,421992,161137,260855,6.248,16.363,93802,3.637,32.725,13482,13682,90604
1990,No Utility Patent Granted,51,50140,62058,1467154,1434441,9535,15.537,8158,13.293,268679,99512,169167,6.937,18.731,202720,88069,114651,6.140,14.132,65959,4.598,28.265,5686,5781,47254
1990,No Utility Patent Granted,52,177434,285426,4714967,4676370,34398,12.226,26255,9.332,770646,280329,490317,5.995,16.480,692727,227891,464836,4.873,14.813,77919,1.666,29.627,15473,15590,99369
1990,No Utility Patent Granted,53,201818,223440,1618013,1593685,33344,15.031,30138,13.586,373029,161324,211705,10.123,23.407,324385,142898,181487,8.967,20.354,48644,3.052,40.709,23144,23550,99869
1990,No Utility Patent Granted,54,421871,448681,4046180,3952253,64448,14.576,51391,11.623,824404,294517,529887,7.452,20.859,637811,242111,395700,6.126,16.138,186593,4.721,32.276,39635,39953,178249
1990,No Utility Patent Granted,55,25323,37782,1658192,1630712,5235,14.256,3116,8.485,317608,105291,212317,6.457,19.477,262949,65312,197637,4.005,16.125,54659,3.352,32.250,1026,1052,12082
1990,No Utility Patent Granted,56,206680,230188,4219746,4070037,42317,18.810,31892,14.176,1145084,401099,743985,9.855,28.134,846902,292975,553927,7.198,20.808,298182,7.326,41.616,24968,25259,194980
1990,No Utility Patent Granted,61,38667,42794,1486359,1455962,5436,12.938,3881,9.237,190780,51059,139721,3.507,13.103,130423,40942,89481,2.812,8.958,60357,4.146,17.916,2896,2944,21535
1990,No Utility Patent Granted,62,455085,519274,9903022,9668919,48244,9.412,34853,6.800,1264532,404760,859772,4.186,13.078,794781,272042,522739,2.814,8.220,469751,4.858,16.440,26931,27496,180710
1990,No Utility Patent Granted,71,65439,69836,1040499,1008678,10596,15.233,10047,14.443,225671,76800,148871,7.614,22.373,162069,61856,100213,6.132,16.067,63602,6.305,32.135,7775,7852,46882
1990,No Utility Patent Granted,72,324460,404953,7343262,7251428,62776,15.626,56326,14.021,1544007,792131,751876,10.924,21.292,1361600,591176,770424,8.153,18.777,182407,2.515,37.554,42894,44073,420781
1990,No Utility Patent Granted,81,557547,604832,4363890,4292619,67233,11.219,56157,9.371,767040,267326,499714,6.228,17.869,624374,213041,411333,4.963,14.545,142666,3.324,29.091,42746,43437,161417
1990,Utility Patent Granted,11,71,236,12093,12089,26,11.354,12,5.240,848,257,591,2.126,7.015,846,160,686,1.324,6.998,2,0.017,13.996,D,D,D
1990,Utility Patent Granted,21,266,2820,210769,212172,272,9.562,321,11.285,26409,5437,20972,2.563,12.447,29086,10880,18206,5.128,13.709,-2677,-1.262,24.894,3,3,4
1990,Utility Patent Granted,22,104,2884,256800,255951,222,7.861,102,3.612,16764,5124,11640,2.002,6.550,15142,1978,13164,0.773,5.916,1622,0.634,11.832,0,0,0
1990,Utility Patent Granted,23,609,2427,237753,228500,248,10.312,204,8.482,60530,9445,51085,4.133,26.490,41795,8455,33340,3.700,18.291,18735,8.199,36.582,29,29,565
1990,Utility Patent Granted,31-33,8255,33734,8434481,8532694,1476,4.368,1583,4.685,592541,157817,434724,1.850,6.944,785921,191458,594463,2.244,9.211,-193380,-2.266,13.889,208,213,7505
1990,Utility Patent Granted,42,3381,35017,1015114,994546,3473,9.996,2929,8.430,174219,64681,109538,6.504,17.517,132379,45723,86656,4.597,13.310,41840,4.207,26.621,106,114,1590
1990,Utility Patent Granted,44-45,1166,69626,926886,901562,5567,8.045,4713,6.811,187871,63529,124342,7.047,20.838,135133,41325,93808,4.584,14.989,52738,5.850,29.978,41,43,293
1990,Utility Patent Granted,48-49,831,7295,584412,573212,487,6.721,388,5.355,62416,13487,48929,2.353,10.889,39827,12008,27819,2.095,6.948,22589,3.941,13.896,6,6,59
1990,Utility Patent Granted,51,406,20841,1264577,1250754,1801,8.647,1777,8.531,156570,51086,105484,4.084,12.518,130158,32253,97905,2.579,10.406,26412,2.112,20.813,9,10,190
1990,Utility Patent Granted,52,375,25639,769148,759268,2911,11.485,2326,9.177,137418,56301,81117,7.415,18.099,117917,27856,90061,3.669,15.530,19501,2.568,31.061,11,12,449
1990,Utility Patent Granted,53,452,4662,65293,63500,424,9.192,325,7.046,14568,6293,8275,9.910,22.942,10799,3454,7345,5.439,17.006,3769,5.935,34.013,14,15,201
1990,Utility Patent Granted,54,2346,7991,735543,717276,1160,14.872,778,9.974,114566,38240,76326,5.331,15.972,78974,18708,60266,2.608,11.010,35592,4.962,22.021,91,96,1358
1990,Utility Patent Granted,55,2324,14254,1599777,1583895,1568,11.055,1428,10.068,241531,79564,161967,5.023,15.249,208922,50842,158080,3.210,13.190,32609,2.059,26.381,8,11,279
1990,Utility Patent Granted,56,666,5351,355680,345354,550,10.307,520,9.745,72151,20251,51900,5.864,20.892,50688,15073,35615,4.365,14.677,21463,6.215,29.354,15,17,175
1990,Utility Patent Granted,61,135,424,360033,355388,35,8.353,25,5.967,20761,3428,17333,0.965,5.842,11630,179,11451,0.050,3.272,9131,2.569,6.545,D,D,D
1990,Utility Patent Granted,62,277,3400,495395,482384,290,8.542,280,8.247,45999,8425,37574,1.747,9.536,19626,5926,13700,1.228,4.069,26373,5.467,8.137,11,11,159
1990,Utility Patent Granted,71,152,673,62500,58923,53,7.726,79,11.516,10995,1409,9586,2.391,18.660,3681,1294,2387,2.196,6.247,7314,12.413,12.494,8,8,37
1990,Utility Patent Granted,72,287,23157,799778,792070,2567,11.225,1992,8.710,141599,62540,79059,7.896,17.877,124785,39256,85529,4.956,15.754,16814,2.123,31.509,14,14,268
1990,Utility Patent Granted,81,706,5356,169250,169011,550,10.507,307,5.865,26140,7077,19063,4.187,15.466,25054,7559,17495,4.473,14.824,1086,0.643,29.648,16,16,209
1991,No Utility Patent Granted,11,20070,20399,171697,173519,2889,14.156,2909,14.254,43135,15652,27483,9.020,24.859,47041,16188,30853,9.329,27.110,-3906,-2.251,49.718,2076,2081,11948
1991,No Utility Patent Granted,21,20769,23286,352930,354325,2794,11.969,2910,12.466,73495,30227,43268,8.531,20.742,76497,27349,49148,7.719,21.590,-3002,-0.847,41.485,2152,2183,18367
1991,No Utility Patent Granted,22,6391,10983,486402,487665,1129,10.531,604,5.634,38341,20292,18049,4.161,7.862,40830,7572,33258,1.553,8.373,-2489,-0.510,15.724,399,401,3213
1991,No Utility Patent Granted,23,509825,514028,4500960,4799365,71122,13.700,81372,15.674,949843,289575,660268,6.034,19.791,1549458,443559,1105899,9.242,32.285,-599615,-12.494,39.582,58983,59078,338778
1991,No Utility Patent Granted,31-33,288642,310965,7974317,8246703,28632,9.154,32245,10.309,958166,294414,663752,3.570,11.619,1502551,552074,950477,6.694,18.220,-544385,-6.601,23.238,25321,25614,395682
1991,No Utility Patent Granted,42,274371,325410,3729780,3798191,36828,11.319,36720,11.286,547124,191179,355945,5.033,14.405,685726,273425,412301,7.199,18.054,-138602,-3.649,28.810,27162,27946,196059
1991,No Utility Patent Granted,44-45,713648,1011491,11712939,11890712,105097,10.309,121145,11.883,1694806,747897,946909,6.290,14.253,2051268,768480,1282788,6.463,17.251,-356462,-2.998,28.506,82733,87665,483340
1991,No Utility Patent Granted,48-49,108051,130846,2521180,2532999,20029,15.352,19259,14.762,469291,166255,303036,6.564,18.527,492059,189200,302859,7.469,19.426,-22768,-0.899,37.054,13852,14085,104608
1991,No Utility Patent Granted,51,49722,64408,1499246,1503771,10134,15.950,8388,13.202,228493,101988,126505,6.782,15.195,237754,92653,145101,6.161,15.811,-9261,-0.616,30.389,5937,6065,55806
1991,No Utility Patent Granted,52,175063,310832,4786466,4852046,52129,17.419,28995,9.689,915896,503667,412229,10.381,18.876,1050059,288791,761268,5.952,21.642,-134163,-2.765,37.753,16268,16799,144243
1991,No Utility Patent Granted,53,192412,221266,1511189,1537239,35457,16.152,31965,14.561,360623,191860,168763,12.481,23.459,412012,177176,234836,11.526,26.802,-51389,-3.343,46.918,24327,24756,118528
1991,No Utility Patent Granted,54,420510,450277,3968119,3981827,63847,14.319,55103,12.358,729377,283096,446281,7.110,18.318,758448,296751,461697,7.453,19.048,-29071,-0.730,36.635,42213,42603,212877
1991,No Utility Patent Granted,55,26084,39483,1635634,1630973,4968,12.854,3299,8.536,287089,101753,185336,6.239,17.602,276639,60460,216179,3.707,16.962,10450,0.641,33.923,1169,1200,13290
1991,No Utility Patent Granted,56,212181,237433,4146833,4168740,40423,17.232,34725,14.803,1029101,402623,626478,9.658,24.686,1072900,386035,686865,9.260,25.737,-43799,-1.051,49.372,26570,26898,272693
1991,No Utility Patent Granted,61,41152,45554,1539549,1518689,5542,12.337,4274,9.515,175425,45002,130423,2.963,11.551,134577,34785,99792,2.290,8.861,40848,2.690,17.723,3158,3239,26616
1991,No Utility Patent Granted,62,458935,530212,10220920,10074076,48327,9.207,37665,7.176,1252574,410385,842189,4.074,12.434,957704,368700,589004,3.660,9.507,294870,2.927,19.013,28746,29305,254655
1991,No Utility Patent Granted,71,62672,67124,1033317,1027798,9390,13.957,9694,14.409,197073,73159,123914,7.118,19.174,186585,69487,117098,6.761,18.154,10488,1.020,36.308,7515,7646,53350
1991,No Utility Patent Granted,72,323838,407410,7222734,7313432,59669,14.700,56699,13.968,1379296,749334,629962,10.246,18.860,1558600,638638,919962,8.732,21.311,-179304,-2.452,37.720,42718,44172,455793
1991,No Utility Patent Granted,81,564632,613350,4353880,4362606,62667,10.256,58043,9.499,701978,245511,456467,5.628,16.091,719322,240844,478478,5.521,16.488,-17344,-0.398,32.182,43251,43946,183342
1991,Utility Patent Granted,11,70,269,12149,12152,15,5.505,22,8.073,1500,504,996,4.148,12.344,1572,461,1111,3.794,12.937,-72,-0.593,24.688,0,0,0
1991,Utility Patent Granted,21,263,2761,217335,217335,239,8.548,309,11.052,26643,7929,18714,3.648,12.259,26467,9175,17292,4.222,12.178,176,0.081,24.356,8,8,582
1991,Utility Patent Granted,22,107,2897,288691,289680,98,3.373,115,3.958,15401,3279,12122,1.132,5.317,17208,3703,13505,1.278,5.940,-1807,-0.624,10.633,D,D,D
1991,Utility Patent Granted,23,625,2712,254762,257911,319,11.950,234,8.766,51083,14068,37015,5.455,19.806,57568,8694,48874,3.371,22.321,-6485,-2.514,39.613,32,32,328
1991,Utility Patent Granted,31-33,8498,34101,8112264,8333031,1182,3.426,1982,5.745,474990,112106,362884,1.345,5.700,918187,186908,731279,2.243,11.019,-443197,-5.319,11.400,346,368,28806
1991,Utility Patent Granted,42,3582,36594,1032509,1039674,3488,9.545,3384,9.261,161158,66635,94523,6.409,15.501,175075,60962,114113,5.864,16.839,-13917,-1.339,31.002,107,120,3263
1991,Utility Patent Granted,44-45,1172,66635,882319,890072,5312,8.004,4773,7.192,132678,52935,79743,5.947,14.906,150575,43520,107055,4.889,16.917,-17897,-2.011,29.813,47,51,625
1991,Utility Patent Granted,48-49,874,7618,673658,668898,659,8.728,524,6.940,66913,23721,43192,3.546,10.003,58070,12620,45450,1.887,8.681,8843,1.322,17.363,10,10,125
1991,Utility Patent Granted,51,430,22575,1209604,1225687,4672,21.729,2524,11.739,207434,116831,90603,9.532,16.924,241189,54380,186809,4.437,19.678,-33755,-2.754,33.848,12,12,331
1991,Utility Patent Granted,52,397,23778,771720,746418,3317,14.031,3041,12.864,181531,111411,70120,14.926,24.320,133909,41436,92473,5.551,17.940,47622,6.380,35.880,12,12,816
1991,Utility Patent Granted,53,489,5105,78036,78374,732,14.858,375,7.612,16437,9455,6982,12.064,20.973,17467,6146,11321,7.842,22.287,-1030,-1.314,41.945,18,18,80
1991,Utility Patent Granted,54,2445,9060,732351,736606,1026,11.368,956,10.593,96875,28152,68723,3.822,13.152,105500,30733,74767,4.172,14.322,-8625,-1.171,26.303,129,136,1958
1991,Utility Patent Granted,55,2423,15075,1611990,1619393,1901,12.857,1323,8.948,231055,81580,149475,5.038,14.268,245512,47900,197612,2.958,15.161,-14457,-0.893,28.536,9,11,213
1991,Utility Patent Granted,56,680,6038,381316,380010,1234,21.714,524,9.220,72425,32583,39842,8.574,19.059,69149,17093,52056,4.498,18.197,3276,0.862,36.393,23,23,408
1991,Utility Patent Granted,61,147,380,381078,378881,53,13.520,77,19.643,21118,598,20520,0.158,5.574,17200,2360,14840,0.623,4.540,3918,1.034,9.079,D,D,D
1991,Utility Patent Granted,62,286,3039,479975,471838,320,10.622,267,8.863,39310,4555,34755,0.965,8.331,22510,4275,18235,0.906,4.771,16800,3.561,9.541,20,20,359
1991,Utility Patent Granted,71,145,714,64128,62985,63,8.917,48,6.794,7109,1461,5648,2.320,11.287,4899,1296,3603,2.058,7.778,2210,3.509,15.556,16,17,133
1991,Utility Patent Granted,72,289,22843,721016,724991,2554,11.364,1817,8.085,102148,54142,48006,7.468,14.090,109973,28497,81476,3.931,15.169,-7825,-1.079,28.179,18,18,263
1991,Utility Patent Granted,81,727,7478,175315,177744,1812,26.716,421,6.207,33042,20916,12126,11.767,18.590,37432,7205,30227,4.054,21.060,-4390,-2.470,37.179,22,26,186
1992,No Utility Patent Granted,11,20209,20526,173641,171167,3015,14.760,2818,13.795,44861,14847,30014,8.674,26.209,40022,13806,26216,8.066,23.382,4839,2.827,46.764,2109,2116,10872
1992,No Utility Patent Granted,21,19562,21836,308579,322808,2282,10.223,3254,14.578,52722,20676,32046,6.405,16.332,81557,30658,50899,9.497,25.265,-28835,-8.933,32.665,2311,2338,17653
1992,No Utility Patent Granted,22,5599,10572,457836,457147,872,8.396,500,4.814,48027,25297,22730,5.534,10.506,46891,5950,40941,1.302,10.257,1136,0.248,20.515,299,300,1409
1992,No Utility Patent Granted,23,497862,501960,4255967,4337269,72719,14.393,79255,15.687,1017082,290913,726169,6.707,23.450,1179488,356367,823121,8.216,27.194,-162406,-3.744,46.900,57530,57590,269518
1992,No Utility Patent Granted,31-33,281265,302633,7865189,7878987,26984,8.859,30920,10.151,1057246,281075,776171,3.567,13.419,1084685,366523,718162,4.652,13.767,-27439,-0.348,26.837,23960,24137,243627
1992,No Utility Patent Granted,42,287194,337920,3835433,3832071,36582,10.833,36124,10.697,605002,190340,414662,4.967,15.788,598704,209843,388861,5.476,15.624,6298,0.164,31.247,24521,25466,135350
1992,No Utility Patent Granted,44-45,691359,983134,11477715,11536018,104111,10.511,118824,11.996,1724443,734709,989734,6.369,14.948,1845422,688441,1156981,5.968,15.997,-120979,-1.049,29.897,74140,78582,371862
1992,No Utility Patent Granted,48-49,109175,132584,2420473,2442869,19722,14.970,18040,13.693,421627,138788,282839,5.681,17.260,470417,152948,317469,6.261,19.257,-48790,-1.997,34.519,12884,13058,83849
1992,No Utility Patent Granted,51,49825,65202,1494715,1564493,9110,14.096,7959,12.315,238717,92398,146319,5.906,15.258,379020,122515,256505,7.831,24.226,-140303,-8.968,30.517,5218,5376,62947
1992,No Utility Patent Granted,52,173906,318097,4687189,4727849,32839,10.393,28586,9.047,769885,254602,515283,5.385,16.284,851613,283368,568245,5.994,18.013,-81728,-1.729,32.568,14092,14535,111109
1992,No Utility Patent Granted,53,192734,223663,1479914,1496382,30287,13.588,28758,12.902,323676,137196,186480,9.169,21.631,354686,143318,211368,9.578,23.703,-31010,-2.072,43.261,20531,21162,95021
1992,No Utility Patent Granted,54,429598,459395,3890091,3878722,61584,13.550,51811,11.399,739811,263637,476174,6.797,19.074,713379,304851,408528,7.860,18.392,26432,0.681,36.784,37016,37340,225374
1992,No Utility Patent Granted,55,25909,38592,1636148,1630174,3597,9.203,4584,11.728,300330,86217,214113,5.289,18.423,288311,76755,211556,4.708,17.686,12019,0.737,35.372,878,904,14089
1992,No Utility Patent Granted,56,211518,239104,4345013,4257305,39436,16.612,36015,15.171,1136497,411806,724691,9.673,26.695,956812,350049,606763,8.222,22.475,179685,4.221,44.949,26782,27032,223298
1992,No Utility Patent Granted,61,41418,46506,1570882,1548200,5528,12.042,4330,9.432,173992,35763,138229,2.310,11.238,128030,32909,95121,2.126,8.270,45962,2.969,16.539,3141,3201,23998
1992,No Utility Patent Granted,62,466517,542884,10774668,10516857,48340,9.008,35831,6.677,1530676,492682,1037994,4.685,14.555,1016533,310007,706526,2.948,9.666,514143,4.889,19.331,25265,25766,197200
1992,No Utility Patent Granted,71,63461,67964,1071345,1049581,9635,14.303,8431,12.516,230164,78971,151193,7.524,21.929,185795,72977,112818,6.953,17.702,44369,4.227,35.404,6109,6165,43355
1992,No Utility Patent Granted,72,328738,411930,7312404,7251632,60105,14.660,56229,13.715,1482699,730252,752447,10.070,20.446,1365734,617388,748346,8.514,18.833,116965,1.613,37.667,39085,40130,386496
1992,No Utility Patent Granted,81,573844,624228,4400061,4383771,62534,10.060,57326,9.222,732040,236800,495240,5.402,16.699,698938,230767,468171,5.264,15.944,33102,0.755,31.888,40106,40640,163327
1992,Utility Patent Granted,11,74,263,13268,13156,21,7.865,29,10.861,1976,598,1378,4.546,15.020,1738,447,1291,3.398,13.211,238,1.809,26.422,0,0,0
1992,Utility Patent Granted,21,287,2814,211767,220091,328,11.427,441,15.363,35339,11152,24187,5.067,16.057,51115,14769,36346,6.710,23.224,-15776,-7.168,32.113,3,3,414
1992,Utility Patent Granted,22,118,3055,314859,315665,255,8.497,147,4.898,34247,16008,18239,5.071,10.849,35607,17534,18073,5.555,11.280,-1360,-0.431,21.698,D,D,D
1992,Utility Patent Granted,23,619,2766,253833,263750,185,6.578,278,9.884,43079,6931,36148,2.628,16.333,62612,10509,52103,3.984,23.739,-19533,-7.406,32.667,27,28,734
1992,Utility Patent Granted,31-33,8625,33998,7989890,8090273,907,2.626,1987,5.753,576791,125450,451341,1.551,7.129,776328,223821,552507,2.767,9.596,-199537,-2.466,14.259,193,204,6737
1992,Utility Patent Granted,42,3722,34387,989776,1016632,2511,7.074,4726,13.315,182577,60329,122248,5.934,17.959,235646,100981,134665,9.933,23.179,-53069,-5.220,35.918,107,173,2069
1992,Utility Patent Granted,44-45,1143,66916,852810,869283,4482,6.616,6141,9.065,124462,42034,82428,4.835,14.318,153077,57840,95237,6.654,17.610,-28615,-3.292,28.636,50,57,332
1992,Utility Patent Granted,48-49,898,8191,741734,728112,887,11.060,545,6.796,91573,36626,54947,5.030,12.577,62831,12814,50017,1.760,8.629,28742,3.947,17.259,6,6,84
1992,Utility Patent Granted,51,455,22344,1149605,1170922,2164,9.606,2531,11.235,151295,57516,93779,4.912,12.921,193153,73682,119471,6.293,16.496,-41858,-3.575,25.842,12,16,138
1992,Utility Patent Granted,52,424,18916,669846,666898,2045,10.886,1784,9.497,104456,36725,67731,5.507,15.663,99471,31471,68000,4.719,14.915,4985,0.747,29.831,8,8,117
1992,Utility Patent Granted,53,525,5419,90341,89680,488,9.017,474,8.758,18201,7597,10604,8.471,20.295,16529,5934,10595,6.617,18.431,1672,1.864,36.862,15,15,148
1992,Utility Patent Granted,54,2541,10316,775498,773738,1319,13.001,977,9.630,121288,40410,80878,5.223,15.676,116760,33758,83002,4.363,15.090,4528,0.585,30.181,104,106,1880
1992,Utility Patent Granted,55,2487,14865,1577324,1601481,1283,8.571,1492,9.967,271729,68766,202963,4.294,16.967,320891,96253,224638,6.010,20.037,-49162,-3.070,33.935,9,18,208
