NAICS,IndustryTitle,Basis,year,tfp_pct_change,tfp_index_2017
3161,Leather and hide tanning and finishing,All workers,2016.0,5.1,96.019
3161,Leather and hide tanning and finishing,All workers,2017.0,4.1,100.0
3161,Leather and hide tanning and finishing,All workers,2018.0,12.6,112.644
3161,Leather and hide tanning and finishing,All workers,2019.0,11.7,125.838
3161,Leather and hide tanning and finishing,All workers,2020.0,9.6,137.97
3161,Leather and hide tanning and finishing,All workers,2021.0,-6.4,129.175
3161,Leather and hide tanning and finishing,All workers,1987,N.A.,99.118
3161,Leather and hide tanning and finishing,All workers,2022,N.A.,N.A.
3161,Leather and hide tanning and finishing,All workers,2023,N.A.,N.A.
3161,Leather and hide tanning and finishing,All workers,2024,N.A.,N.A.
3161,Leather and hide tanning and finishing,All workers,Digit,4-Digit,4-Digit
3161,Leather and hide tanning and finishing,All workers,Sector,Manufacturing,Manufacturing
3162,Footwear manufacturing,All workers,1988.0,-0.3,104.926
3162,Footwear manufacturing,All workers,1989.0,-3.9,100.812
3162,Footwear manufacturing,All workers,1990.0,-0.1,100.729
3162,Footwear manufacturing,All workers,1991.0,-2.8,97.899
3162,Footwear manufacturing,All workers,1992.0,5.1,102.858
3162,Footwear manufacturing,All workers,1993.0,-2.2,100.548
3162,Footwear manufacturing,All workers,1994.0,5.0,105.58
3162,Footwear manufacturing,All workers,1995.0,-2.5,102.919
3162,Footwear manufacturing,All workers,1996.0,-2.1,100.707
3162,Footwear manufacturing,All workers,1997.0,-2.2,98.442
3162,Footwear manufacturing,All workers,1998.0,-5.7,92.856
3162,Footwear manufacturing,All workers,1999.0,6.2,98.614
3162,Footwear manufacturing,All workers,2000.0,-1.3,97.375
3162,Footwear manufacturing,All workers,2001.0,3.9,101.145
3162,Footwear manufacturing,All workers,2002.0,-10.0,91.065
3162,Footwear manufacturing,All workers,2003.0,11.9,101.909
3162,Footwear manufacturing,All workers,2004.0,1.3,103.199
3162,Footwear manufacturing,All workers,2005.0,1.1,104.36
3162,Footwear manufacturing,All workers,2006.0,4.7,109.25
3162,Footwear manufacturing,All workers,2007.0,-10.9,97.331
3162,Footwear manufacturing,All workers,2008.0,11.4,108.432
3162,Footwear manufacturing,All workers,2009.0,-5.0,102.983
3162,Footwear manufacturing,All workers,2010.0,7.5,110.67
3162,Footwear manufacturing,All workers,2011.0,2.3,113.25
3162,Footwear manufacturing,All workers,2012.0,-0.1,113.176
3162,Footwear manufacturing,All workers,2013.0,-4.1,108.589
3162,Footwear manufacturing,All workers,2014.0,-1.3,107.212
3162,Footwear manufacturing,All workers,2015.0,-10.3,96.167
3162,Footwear manufacturing,All workers,2016.0,0.4,96.524
3162,Footwear manufacturing,All workers,2017.0,3.6,100.0
3162,Footwear manufacturing,All workers,2018.0,-2.9,97.057
3162,Footwear manufacturing,All workers,2019.0,-1.9,95.251
3162,Footwear manufacturing,All workers,2020.0,-9.1,86.596
3162,Footwear manufacturing,All workers,2021.0,12.6,97.496
3162,Footwear manufacturing,All workers,1987,N.A.,105.199
3162,Footwear manufacturing,All workers,2022,N.A.,N.A.
3162,Footwear manufacturing,All workers,2023,N.A.,N.A.
3162,Footwear manufacturing,All workers,2024,N.A.,N.A.
3162,Footwear manufacturing,All workers,Digit,4-Digit,4-Digit
3162,Footwear manufacturing,All workers,Sector,Manufacturing,Manufacturing
3169,Other leather and allied product manufacturing,All workers,1988.0,-3.0,87.819
3169,Other leather and allied product manufacturing,All workers,1989.0,2.2,89.724
3169,Other leather and allied product manufacturing,All workers,1990.0,1.8,91.367
3169,Other leather and allied product manufacturing,All workers,1991.0,-2.9,88.68
3169,Other leather and allied product manufacturing,All workers,1992.0,-1.8,87.09
3169,Other leather and allied product manufacturing,All workers,1993.0,-6.0,81.894
3169,Other leather and allied product manufacturing,All workers,1994.0,-4.5,78.221
3169,Other leather and allied product manufacturing,All workers,1995.0,-1.7,76.9
3169,Other leather and allied product manufacturing,All workers,1996.0,2.1,78.505
3169,Other leather and allied product manufacturing,All workers,1997.0,7.7,84.559
3169,Other leather and allied product manufacturing,All workers,1998.0,-0.9,83.804
3169,Other leather and allied product manufacturing,All workers,1999.0,-12.3,73.467
3169,Other leather and allied product manufacturing,All workers,2000.0,1.2,74.333
3169,Other leather and allied product manufacturing,All workers,2001.0,-0.1,74.263
3169,Other leather and allied product manufacturing,All workers,2002.0,-8.1,68.253
3169,Other leather and allied product manufacturing,All workers,2003.0,3.8,70.844
3169,Other leather and allied product manufacturing,All workers,2004.0,12.8,79.915
3169,Other leather and allied product manufacturing,All workers,2005.0,3.5,82.691
3169,Other leather and allied product manufacturing,All workers,2006.0,0.8,83.362
3169,Other leather and allied product manufacturing,All workers,2007.0,9.5,91.245
3169,Other leather and allied product manufacturing,All workers,2008.0,6.4,97.115
3169,Other leather and allied product manufacturing,All workers,2009.0,-5.5,91.758
3169,Other leather and allied product manufacturing,All workers,2010.0,-10.6,82.032
3169,Other leather and allied product manufacturing,All workers,2011.0,8.4,88.9
3169,Other leather and allied product manufacturing,All workers,2012.0,-8.6,81.286
3169,Other leather and allied product manufacturing,All workers,2013.0,4.3,84.789
3169,Other leather and allied product manufacturing,All workers,2014.0,8.8,92.24
3169,Other leather and allied product manufacturing,All workers,2015.0,-3.0,89.442
3169,Other leather and allied product manufacturing,All workers,2016.0,2.8,91.932
3169,Other leather and allied product manufacturing,All workers,2017.0,8.8,100.0
3169,Other leather and allied product manufacturing,All workers,2018.0,2.5,102.473
3169,Other leather and allied product manufacturing,All workers,2019.0,-3.0,99.354
3169,Other leather and allied product manufacturing,All workers,2020.0,-1.9,97.433
3169,Other leather and allied product manufacturing,All workers,2021.0,18.5,115.472
3169,Other leather and allied product manufacturing,All workers,1987,N.A.,90.518
3169,Other leather and allied product manufacturing,All workers,2022,N.A.,N.A.
3169,Other leather and allied product manufacturing,All workers,2023,N.A.,N.A.
3169,Other leather and allied product manufacturing,All workers,2024,N.A.,N.A.
3169,Other leather and allied product manufacturing,All workers,Digit,4-Digit,4-Digit
3169,Other leather and allied product manufacturing,All workers,Sector,Manufacturing,Manufacturing
3211,Sawmills and wood preservation,All workers,1988.0,3.8,76.761
3211,Sawmills and wood preservation,All workers,1989.0,-1.4,75.659
3211,Sawmills and wood preservation,All workers,1990.0,2.2,77.296
3211,Sawmills and wood preservation,All workers,1991.0,-0.3,77.051
3211,Sawmills and wood preservation,All workers,1992.0,1.1,77.911
3211,Sawmills and wood preservation,All workers,1993.0,-6.7,72.708
3211,Sawmills and wood preservation,All workers,1994.0,0.5,73.106
3211,Sawmills and wood preservation,All workers,1995.0,4.4,76.294
3211,Sawmills and wood preservation,All workers,1996.0,0.8,76.899
3211,Sawmills and wood preservation,All workers,1997.0,-3.5,74.229
3211,Sawmills and wood preservation,All workers,1998.0,-0.2,74.112
3211,Sawmills and wood preservation,All workers,1999.0,0.1,74.15
3211,Sawmills and wood preservation,All workers,2000.0,2.7,76.179
3211,Sawmills and wood preservation,All workers,2001.0,0.9,76.828
3211,Sawmills and wood preservation,All workers,2002.0,4.1,79.964
3211,Sawmills and wood preservation,All workers,2003.0,4.1,83.235
3211,Sawmills and wood preservation,All workers,2004.0,-3.4,80.436
3211,Sawmills and wood preservation,All workers,2005.0,1.5,81.678
3211,Sawmills and wood preservation,All workers,2006.0,1.3,82.718
3211,Sawmills and wood preservation,All workers,2007.0,4.0,86.064
3211,Sawmills and wood preservation,All workers,2008.0,3.1,88.762
3211,Sawmills and wood preservation,All workers,2009.0,9.7,97.378
3211,Sawmills and wood preservation,All workers,2010.0,3.9,101.13
3211,Sawmills and wood preservation,All workers,2011.0,-0.4,100.687
3211,Sawmills and wood preservation,All workers,2012.0,-2.9,97.783
3211,Sawmills and wood preservation,All workers,2013.0,-1.5,96.348
3211,Sawmills and wood preservation,All workers,2014.0,-0.4,96.009
3211,Sawmills and wood preservation,All workers,2015.0,1.7,97.637
3211,Sawmills and wood preservation,All workers,2016.0,2.3,99.887
3211,Sawmills and wood preservation,All workers,2017.0,0.1,100.0
3211,Sawmills and wood preservation,All workers,2018.0,-2.9,97.143
3211,Sawmills and wood preservation,All workers,2019.0,-2.3,94.891
3211,Sawmills and wood preservation,All workers,2020.0,6.2,100.736
3211,Sawmills and wood preservation,All workers,2021.0,0.4,101.14
3211,Sawmills and wood preservation,All workers,1987,N.A.,73.919
3211,Sawmills and wood preservation,All workers,2022,N.A.,N.A.
3211,Sawmills and wood preservation,All workers,2023,N.A.,N.A.
3211,Sawmills and wood preservation,All workers,2024,N.A.,N.A.
3211,Sawmills and wood preservation,All workers,Digit,4-Digit,4-Digit
3211,Sawmills and wood preservation,All workers,Sector,Manufacturing,Manufacturing
3212,"Veneer, plywood, and engineered wood product manufacturing",All workers,1988.0,0.1,83.815
3212,"Veneer, plywood, and engineered wood product manufacturing",All workers,1989.0,0.1,83.874
3212,"Veneer, plywood, and engineered wood product manufacturing",All workers,1990.0,-2.6,81.727
3212,"Veneer, plywood, and engineered wood product manufacturing",All workers,1991.0,1.2,82.711
3212,"Veneer, plywood, and engineered wood product manufacturing",All workers,1992.0,6.4,87.971
3212,"Veneer, plywood, and engineered wood product manufacturing",All workers,1993.0,-2.6,85.658
3212,"Veneer, plywood, and engineered wood product manufacturing",All workers,1994.0,-3.1,82.998
3212,"Veneer, plywood, and engineered wood product manufacturing",All workers,1995.0,-2.4,80.99
3212,"Veneer, plywood, and engineered wood product manufacturing",All workers,1996.0,-1.3,79.928
3212,"Veneer, plywood, and engineered wood product manufacturing",All workers,1997.0,0.8,80.561
3212,"Veneer, plywood, and engineered wood product manufacturing",All workers,1998.0,1.1,81.425
3212,"Veneer, plywood, and engineered wood product manufacturing",All workers,1999.0,-3.6,78.531
3212,"Veneer, plywood, and engineered wood product manufacturing",All workers,2000.0,2.5,80.485
3212,"Veneer, plywood, and engineered wood product manufacturing",All workers,2001.0,0.9,81.18
3212,"Veneer, plywood, and engineered wood product manufacturing",All workers,2002.0,3.9,84.311
3212,"Veneer, plywood, and engineered wood product manufacturing",All workers,2003.0,-2.1,82.507
3212,"Veneer, plywood, and engineered wood product manufacturing",All workers,2004.0,-2.7,80.273
3212,"Veneer, plywood, and engineered wood product manufacturing",All workers,2005.0,0.8,80.953
3212,"Veneer, plywood, and engineered wood product manufacturing",All workers,2006.0,4.9,84.929
3212,"Veneer, plywood, and engineered wood product manufacturing",All workers,2007.0,1.8,86.49
3212,"Veneer, plywood, and engineered wood product manufacturing",All workers,2008.0,-2.9,83.945
3212,"Veneer, plywood, and engineered wood product manufacturing",All workers,2009.0,2.0,85.59
3212,"Veneer, plywood, and engineered wood product manufacturing",All workers,2010.0,5.7,90.49
3212,"Veneer, plywood, and engineered wood product manufacturing",All workers,2011.0,2.6,92.869
3212,"Veneer, plywood, and engineered wood product manufacturing",All workers,2012.0,2.7,95.406
3212,"Veneer, plywood, and engineered wood product manufacturing",All workers,2013.0,0.3,95.73
3212,"Veneer, plywood, and engineered wood product manufacturing",All workers,2014.0,0.4,96.107
3212,"Veneer, plywood, and engineered wood product manufacturing",All workers,2015.0,0.0,96.073
3212,"Veneer, plywood, and engineered wood product manufacturing",All workers,2016.0,2.7,98.69
3212,"Veneer, plywood, and engineered wood product manufacturing",All workers,2017.0,1.3,100.0
3212,"Veneer, plywood, and engineered wood product manufacturing",All workers,2018.0,-8.8,91.164
3212,"Veneer, plywood, and engineered wood product manufacturing",All workers,2019.0,-1.0,90.278
3212,"Veneer, plywood, and engineered wood product manufacturing",All workers,2020.0,-6.3,84.601
3212,"Veneer, plywood, and engineered wood product manufacturing",All workers,2021.0,-5.4,80.024
3212,"Veneer, plywood, and engineered wood product manufacturing",All workers,1987,N.A.,83.703
3212,"Veneer, plywood, and engineered wood product manufacturing",All workers,2022,N.A.,N.A.
3212,"Veneer, plywood, and engineered wood product manufacturing",All workers,2023,N.A.,N.A.
3212,"Veneer, plywood, and engineered wood product manufacturing",All workers,2024,N.A.,N.A.
3212,"Veneer, plywood, and engineered wood product manufacturing",All workers,Digit,4-Digit,4-Digit
3212,"Veneer, plywood, and engineered wood product manufacturing",All workers,Sector,Manufacturing,Manufacturing
3219,Other wood products,All workers,1988.0,-1.6,97.963
3219,Other wood products,All workers,1989.0,-0.6,97.367
3219,Other wood products,All workers,1990.0,0.4,97.788
3219,Other wood products,All workers,1991.0,-2.2,95.617
3219,Other wood products,All workers,1992.0,1.9,97.474
3219,Other wood products,All workers,1993.0,-1.1,96.428
3219,Other wood products,All workers,1994.0,-0.7,95.724
3219,Other wood products,All workers,1995.0,-0.4,95.295
3219,Other wood products,All workers,1996.0,1.1,96.308
3219,Other wood products,All workers,1997.0,-0.1,96.219
3219,Other wood products,All workers,1998.0,-2.6,93.712
3219,Other wood products,All workers,1999.0,0.1,93.838
3219,Other wood products,All workers,2000.0,-3.0,90.981
3219,Other wood products,All workers,2001.0,-3.5,87.796
3219,Other wood products,All workers,2002.0,3.1,90.509
3219,Other wood products,All workers,2003.0,0.4,90.914
3219,Other wood products,All workers,2004.0,3.3,93.914
3219,Other wood products,All workers,2005.0,-1.7,92.356
3219,Other wood products,All workers,2006.0,0.5,92.857
3219,Other wood products,All workers,2007.0,2.2,94.93
3219,Other wood products,All workers,2008.0,-3.3,91.818
3219,Other wood products,All workers,2009.0,-5.9,86.42
3219,Other wood products,All workers,2010.0,3.4,89.319
3219,Other wood products,All workers,2011.0,2.4,91.482
3219,Other wood products,All workers,2012.0,1.7,93.004
3219,Other wood products,All workers,2013.0,1.4,94.301
3219,Other wood products,All workers,2014.0,1.8,96.013
3219,Other wood products,All workers,2015.0,0.9,96.837
3219,Other wood products,All workers,2016.0,2.6,99.337
3219,Other wood products,All workers,2017.0,0.7,100.0
3219,Other wood products,All workers,2018.0,0.2,100.156
3219,Other wood products,All workers,2019.0,-5.1,95.075
3219,Other wood products,All workers,2020.0,7.1,101.837
3219,Other wood products,All workers,2021.0,-0.1,101.757
3219,Other wood products,All workers,1987,N.A.,99.594
3219,Other wood products,All workers,2022,N.A.,N.A.
3219,Other wood products,All workers,2023,N.A.,N.A.
3219,Other wood products,All workers,2024,N.A.,N.A.
3219,Other wood products,All workers,Digit,4-Digit,4-Digit
3219,Other wood products,All workers,Sector,Manufacturing,Manufacturing
3221,"Pulp, paper, and paperboard mills",All workers,1988.0,1.7,79.791
3221,"Pulp, paper, and paperboard mills",All workers,1989.0,-2.9,77.487
3221,"Pulp, paper, and paperboard mills",All workers,1990.0,-2.4,75.607
3221,"Pulp, paper, and paperboard mills",All workers,1991.0,-1.7,74.313
3221,"Pulp, paper, and paperboard mills",All workers,1992.0,3.3,76.749
3221,"Pulp, paper, and paperboard mills",All workers,1993.0,1.7,78.034
3221,"Pulp, paper, and paperboard mills",All workers,1994.0,0.9,78.775
3221,"Pulp, paper, and paperboard mills",All workers,1995.0,-4.2,75.437
3221,"Pulp, paper, and paperboard mills",All workers,1996.0,-0.9,74.721
3221,"Pulp, paper, and paperboard mills",All workers,1997.0,4.8,78.311
3221,"Pulp, paper, and paperboard mills",All workers,1998.0,-0.6,77.872
3221,"Pulp, paper, and paperboard mills",All workers,1999.0,4.7,81.542
3221,"Pulp, paper, and paperboard mills",All workers,2000.0,1.9,83.109
3221,"Pulp, paper, and paperboard mills",All workers,2001.0,-0.5,82.726
3221,"Pulp, paper, and paperboard mills",All workers,2002.0,6.6,88.17
3221,"Pulp, paper, and paperboard mills",All workers,2003.0,2.8,90.655
3221,"Pulp, paper, and paperboard mills",All workers,2004.0,4.2,94.43
3221,"Pulp, paper, and paperboard mills",All workers,2005.0,1.4,95.745
3221,"Pulp, paper, and paperboard mills",All workers,2006.0,1.8,97.475
3221,"Pulp, paper, and paperboard mills",All workers,2007.0,-1.2,96.273
3221,"Pulp, paper, and paperboard mills",All workers,2008.0,-1.6,94.721
3221,"Pulp, paper, and paperboard mills",All workers,2009.0,-1.2,93.549
3221,"Pulp, paper, and paperboard mills",All workers,2010.0,1.1,94.565
3221,"Pulp, paper, and paperboard mills",All workers,2011.0,1.7,96.215
3221,"Pulp, paper, and paperboard mills",All workers,2012.0,2.4,98.5
3221,"Pulp, paper, and paperboard mills",All workers,2013.0,2.3,100.76
3221,"Pulp, paper, and paperboard mills",All workers,2014.0,2.3,103.089
3221,"Pulp, paper, and paperboard mills",All workers,2015.0,-2.3,100.708
3221,"Pulp, paper, and paperboard mills",All workers,2016.0,-0.2,100.549
3221,"Pulp, paper, and paperboard mills",All workers,2017.0,-0.5,100.0
3221,"Pulp, paper, and paperboard mills",All workers,2018.0,-0.4,99.604
3221,"Pulp, paper, and paperboard mills",All workers,2019.0,0.3,99.864
3221,"Pulp, paper, and paperboard mills",All workers,2020.0,-1.4,98.441
3221,"Pulp, paper, and paperboard mills",All workers,2021.0,3.2,101.621
3221,"Pulp, paper, and paperboard mills",All workers,1987,N.A.,78.491
3221,"Pulp, paper, and paperboard mills",All workers,2022,N.A.,N.A.
3221,"Pulp, paper, and paperboard mills",All workers,2023,N.A.,N.A.
3221,"Pulp, paper, and paperboard mills",All workers,2024,N.A.,N.A.
3221,"Pulp, paper, and paperboard mills",All workers,Digit,4-Digit,4-Digit
3221,"Pulp, paper, and paperboard mills",All workers,Sector,Manufacturing,Manufacturing
3222,Converted paper products,All workers,1988.0,0.3,102.651
3222,Converted paper products,All workers,1989.0,0.2,102.906
3222,Converted paper products,All workers,1990.0,0.3,103.188
3222,Converted paper products,All workers,1991.0,1.5,104.757
3222,Converted paper products,All workers,1992.0,0.0,104.795
3222,Converted paper products,All workers,1993.0,1.4,106.255
3222,Converted paper products,All workers,1994.0,0.6,106.934
3222,Converted paper products,All workers,1995.0,-1.6,105.268
3222,Converted paper products,All workers,1996.0,0.8,106.098
3222,Converted paper products,All workers,1997.0,3.4,109.713
3222,Converted paper products,All workers,1998.0,-2.2,107.272
3222,Converted paper products,All workers,1999.0,-2.3,104.824
3222,Converted paper products,All workers,2000.0,-0.6,104.164
3222,Converted paper products,All workers,2001.0,-2.4,101.615
3222,Converted paper products,All workers,2002.0,2.6,104.277
3222,Converted paper products,All workers,2003.0,1.6,105.949
3222,Converted paper products,All workers,2004.0,1.9,107.972
3222,Converted paper products,All workers,2005.0,0.1,108.101
3222,Converted paper products,All workers,2006.0,0.9,109.025
3222,Converted paper products,All workers,2007.0,1.7,110.858
3222,Converted paper products,All workers,2008.0,-2.5,108.083
3222,Converted paper products,All workers,2009.0,-2.5,105.38
3222,Converted paper products,All workers,2010.0,1.3,106.752
3222,Converted paper products,All workers,2011.0,0.7,107.464
3222,Converted paper products,All workers,2012.0,0.5,108.033
3222,Converted paper products,All workers,2013.0,-0.9,107.031
3222,Converted paper products,All workers,2014.0,-3.1,103.764
3222,Converted paper products,All workers,2015.0,-0.3,103.49
3222,Converted paper products,All workers,2016.0,-0.8,102.683
3222,Converted paper products,All workers,2017.0,-2.6,100.0
3222,Converted paper products,All workers,2018.0,0.0,99.986
3222,Converted paper products,All workers,2019.0,0.8,100.832
3222,Converted paper products,All workers,2020.0,-1.7,99.089
3222,Converted paper products,All workers,2021.0,3.7,102.759
3222,Converted paper products,All workers,1987,N.A.,102.297
3222,Converted paper products,All workers,2022,N.A.,N.A.
3222,Converted paper products,All workers,2023,N.A.,N.A.
3222,Converted paper products,All workers,2024,N.A.,N.A.
3222,Converted paper products,All workers,Digit,4-Digit,4-Digit
3222,Converted paper products,All workers,Sector,Manufacturing,Manufacturing
3231,Printing and related support activities,All workers,1988.0,-1.1,91.297
3231,Printing and related support activities,All workers,1989.0,-0.2,91.134
3231,Printing and related support activities,All workers,1990.0,1.4,92.451
3231,Printing and related support activities,All workers,1991.0,-0.3,92.206
3231,Printing and related support activities,All workers,1992.0,3.5,95.446
3231,Printing and related support activities,All workers,1993.0,-2.4,93.145
3231,Printing and related support activities,All workers,1994.0,-0.1,93.051
3231,Printing and related support activities,All workers,1995.0,-0.6,92.469
3231,Printing and related support activities,All workers,1996.0,-0.2,92.244
3231,Printing and related support activities,All workers,1997.0,1.5,93.641
3231,Printing and related support activities,All workers,1998.0,-2.7,91.099
3231,Printing and related support activities,All workers,1999.0,-0.3,90.849
3231,Printing and related support activities,All workers,2000.0,-1.1,89.805
3231,Printing and related support activities,All workers,2001.0,-3.1,87.003
3231,Printing and related support activities,All workers,2002.0,0.8,87.696
3231,Printing and related support activities,All workers,2003.0,-0.4,87.37
3231,Printing and related support activities,All workers,2004.0,2.0,89.155
3231,Printing and related support activities,All workers,2005.0,1.9,90.84
3231,Printing and related support activities,All workers,2006.0,1.3,92.0
3231,Printing and related support activities,All workers,2007.0,4.8,96.385
3231,Printing and related support activities,All workers,2008.0,-1.0,95.374
3231,Printing and related support activities,All workers,2009.0,-4.9,90.709
3231,Printing and related support activities,All workers,2010.0,2.6,93.086
3231,Printing and related support activities,All workers,2011.0,2.1,95.037
3231,Printing and related support activities,All workers,2012.0,3.6,98.47
3231,Printing and related support activities,All workers,2013.0,0.7,99.18
3231,Printing and related support activities,All workers,2014.0,-2.6,96.609
3231,Printing and related support activities,All workers,2015.0,0.3,96.861
3231,Printing and related support activities,All workers,2016.0,2.6,99.356
3231,Printing and related support activities,All workers,2017.0,0.6,100.0
3231,Printing and related support activities,All workers,2018.0,3.0,103.018
3231,Printing and related support activities,All workers,2019.0,-3.9,98.974
3231,Printing and related support activities,All workers,2020.0,-0.6,98.353
3231,Printing and related support activities,All workers,2021.0,2.1,100.457
3231,Printing and related support activities,All workers,1987,N.A.,92.284
3231,Printing and related support activities,All workers,2022,N.A.,N.A.
3231,Printing and related support activities,All workers,2023,N.A.,N.A.
3231,Printing and related support activities,All workers,2024,N.A.,N.A.
3231,Printing and related support activities,All workers,Digit,4-Digit,4-Digit
3231,Printing and related support activities,All workers,Sector,Manufacturing,Manufacturing
3241,Petroleum and coal products,All workers,1988.0,-3.0,95.58
3241,Petroleum and coal products,All workers,1989.0,0.4,95.968
3241,Petroleum and coal products,All workers,1990.0,-3.0,93.115
3241,Petroleum and coal products,All workers,1991.0,-1.2,92.015
3241,Petroleum and coal products,All workers,1992.0,7.0,98.445
3241,Petroleum and coal products,All workers,1993.0,4.7,103.102
3241,Petroleum and coal products,All workers,1994.0,-0.3,102.749
3241,Petroleum and coal products,All workers,1995.0,-0.5,102.192
3241,Petroleum and coal products,All workers,1996.0,5.1,107.436
3241,Petroleum and coal products,All workers,1997.0,5.9,113.727
3241,Petroleum and coal products,All workers,1998.0,1.8,115.749
3241,Petroleum and coal products,All workers,1999.0,0.8,116.724
3241,Petroleum and coal products,All workers,2000.0,2.1,119.146
3241,Petroleum and coal products,All workers,2001.0,4.6,124.58
3241,Petroleum and coal products,All workers,2002.0,-10.2,111.859
3241,Petroleum and coal products,All workers,2003.0,13.5,126.966
3241,Petroleum and coal products,All workers,2004.0,-5.0,120.637
3241,Petroleum and coal products,All workers,2005.0,0.8,121.626
3241,Petroleum and coal products,All workers,2006.0,-6.9,113.178
3241,Petroleum and coal products,All workers,2007.0,-8.5,103.577
3241,Petroleum and coal products,All workers,2008.0,-0.4,103.172
3241,Petroleum and coal products,All workers,2009.0,-3.7,99.363
3241,Petroleum and coal products,All workers,2010.0,0.6,99.967
3241,Petroleum and coal products,All workers,2011.0,-5.4,94.614
3241,Petroleum and coal products,All workers,2012.0,-6.2,88.754
3241,Petroleum and coal products,All workers,2013.0,6.0,94.073
3241,Petroleum and coal products,All workers,2014.0,5.0,98.763
3241,Petroleum and coal products,All workers,2015.0,3.0,101.699
3241,Petroleum and coal products,All workers,2016.0,1.3,103.058
3241,Petroleum and coal products,All workers,2017.0,-3.0,100.0
3241,Petroleum and coal products,All workers,2018.0,-0.2,99.821
3241,Petroleum and coal products,All workers,2019.0,0.0,99.864
3241,Petroleum and coal products,All workers,2020.0,0.3,100.143
3241,Petroleum and coal products,All workers,2021.0,13.6,113.74
3241,Petroleum and coal products,All workers,1987,N.A.,98.501
3241,Petroleum and coal products,All workers,2022,N.A.,N.A.
3241,Petroleum and coal products,All workers,2023,N.A.,N.A.
3241,Petroleum and coal products,All workers,2024,N.A.,N.A.
3241,Petroleum and coal products,All workers,Digit,4-Digit,4-Digit
3241,Petroleum and coal products,All workers,Sector,Manufacturing,Manufacturing
3251,Basic chemicals,All workers,1988.0,1.7,102.984
3251,Basic chemicals,All workers,1989.0,-0.5,102.507
3251,Basic chemicals,All workers,1990.0,-2.0,100.481
3251,Basic chemicals,All workers,1991.0,-6.3,94.189
3251,Basic chemicals,All workers,1992.0,-2.1,92.183
3251,Basic chemicals,All workers,1993.0,0.6,92.713
3251,Basic chemicals,All workers,1994.0,2.1,94.705
3251,Basic chemicals,All workers,1995.0,-5.8,89.182
3251,Basic chemicals,All workers,1996.0,-4.8,84.936
3251,Basic chemicals,All workers,1997.0,2.9,87.397
3251,Basic chemicals,All workers,1998.0,2.0,89.16
3251,Basic chemicals,All workers,1999.0,-2.5,86.923
3251,Basic chemicals,All workers,2000.0,-5.4,82.225
3251,Basic chemicals,All workers,2001.0,-4.5,78.501
3251,Basic chemicals,All workers,2002.0,11.0,87.102
3251,Basic chemicals,All workers,2003.0,4.8,91.241
3251,Basic chemicals,All workers,2004.0,9.6,99.972
3251,Basic chemicals,All workers,2005.0,-1.7,98.24
3251,Basic chemicals,All workers,2006.0,1.7,99.922
3251,Basic chemicals,All workers,2007.0,5.4,105.359
3251,Basic chemicals,All workers,2008.0,-8.6,96.342
3251,Basic chemicals,All workers,2009.0,-6.3,90.289
3251,Basic chemicals,All workers,2010.0,9.7,99.029
3251,Basic chemicals,All workers,2011.0,-5.3,93.827
3251,Basic chemicals,All workers,2012.0,0.5,94.313
3251,Basic chemicals,All workers,2013.0,-0.2,94.079
3251,Basic chemicals,All workers,2014.0,0.7,94.719
3251,Basic chemicals,All workers,2015.0,7.5,101.818
3251,Basic chemicals,All workers,2016.0,4.7,106.617
3251,Basic chemicals,All workers,2017.0,-6.2,100.0
3251,Basic chemicals,All workers,2018.0,-0.1,99.884
3251,Basic chemicals,All workers,2019.0,-1.7,98.22
3251,Basic chemicals,All workers,2020.0,3.0,101.166
3251,Basic chemicals,All workers,2021.0,6.7,107.917
3251,Basic chemicals,All workers,1987,N.A.,101.298
3251,Basic chemicals,All workers,2022,N.A.,N.A.
3251,Basic chemicals,All workers,2023,N.A.,N.A.
3251,Basic chemicals,All workers,2024,N.A.,N.A.
3251,Basic chemicals,All workers,Digit,4-Digit,4-Digit
3251,Basic chemicals,All workers,Sector,Manufacturing,Manufacturing
3252,"Resin, synthetic rubber, and artificial synthetic fibers and filaments",All workers,1988.0,-7.2,82.866
3252,"Resin, synthetic rubber, and artificial synthetic fibers and filaments",All workers,1989.0,-0.1,82.781
3252,"Resin, synthetic rubber, and artificial synthetic fibers and filaments",All workers,1990.0,3.2,85.467
3252,"Resin, synthetic rubber, and artificial synthetic fibers and filaments",All workers,1991.0,-1.8,83.961
3252,"Resin, synthetic rubber, and artificial synthetic fibers and filaments",All workers,1992.0,3.8,87.11
3252,"Resin, synthetic rubber, and artificial synthetic fibers and filaments",All workers,1993.0,0.4,87.452
3252,"Resin, synthetic rubber, and artificial synthetic fibers and filaments",All workers,1994.0,6.3,92.939
3252,"Resin, synthetic rubber, and artificial synthetic fibers and filaments",All workers,1995.0,-3.5,89.657
3252,"Resin, synthetic rubber, and artificial synthetic fibers and filaments",All workers,1996.0,1.7,91.193
3252,"Resin, synthetic rubber, and artificial synthetic fibers and filaments",All workers,1997.0,-0.2,91.003
3252,"Resin, synthetic rubber, and artificial synthetic fibers and filaments",All workers,1998.0,5.7,96.146
3252,"Resin, synthetic rubber, and artificial synthetic fibers and filaments",All workers,1999.0,-0.3,95.872
3252,"Resin, synthetic rubber, and artificial synthetic fibers and filaments",All workers,2000.0,-3.5,92.492
