year,vcnaics3,firms,estabs,emp,denom,estabs_entry,estabs_entry_rate,estabs_exit,estabs_exit_rate,job_creation,job_creation_births,job_creation_continuers,job_creation_rate_births,job_creation_rate,job_destruction,job_destruction_deaths,job_destruction_continuers,job_destruction_rate_deaths,job_destruction_rate,net_job_creation,net_job_creation_rate,reallocation_rate,firmdeath_firms,firmdeath_estabs,firmdeath_emp
1991,541,422955,459337,4700470,4718433,64873,14.260,56059,12.323,826034,311248,514786,6.596,17.507,863749,327484,536265,6.941,18.306,-37715,-0.799,35.013,42342,42739,214835
1991,551,28507,54558,3247624,3250365,6869,12.855,4622,8.650,518219,183333,334886,5.640,15.943,522192,108360,413832,3.334,16.066,-3973,-0.122,31.887,1178,1211,13503
1991,561,200543,229395,4311532,4332880,39658,17.524,33476,14.792,1056750,419186,637564,9.675,24.389,1098535,387163,711372,8.935,25.353,-41785,-0.964,48.778,25302,25629,263785
1991,562,12409,14076,216617,215870,1999,14.316,1773,12.698,44578,16020,28558,7.421,20.650,43245,15965,27280,7.396,20.033,1333,0.618,40.066,1291,1292,9316
1991,611,41299,45934,1920627,1897570,5595,12.348,4351,9.602,196378,45600,150778,2.403,10.349,151657,37145,114512,1.958,7.992,44721,2.357,15.984,3160,3241,26764
1991,621,367370,397867,3153176,3093029,32356,8.183,27469,6.947,554368,181507,372861,5.868,17.923,432784,157993,274791,5.108,13.992,121584,3.931,27.984,21608,21951,114573
1991,622,4130,6218,4398554,4358551,229,3.680,239,3.841,266338,58726,207612,1.347,6.111,184545,80960,103585,1.857,4.234,81793,1.877,8.468,140,149,53274
1991,623,26639,43489,1964542,1930515,5048,11.873,3100,7.292,265211,101626,163585,5.264,13.738,198290,81025,117265,4.197,10.271,66921,3.466,20.543,1983,2054,49910
1991,624,64515,85677,1184623,1163820,11014,13.154,7124,8.508,207335,73081,134254,6.279,17.815,165725,52997,112728,4.554,14.240,41610,3.575,28.480,5054,5171,37257
1991,711,19470,19941,268991,270117,3573,17.639,4203,20.749,63731,22225,41506,8.228,23.594,66765,25675,41090,9.505,24.717,-3034,-1.123,47.188,3246,3253,19265
1991,712,3105,3388,64110,63402,286,8.541,207,6.182,7678,1999,5679,3.153,12.110,6243,2140,4103,3.375,9.847,1435,2.263,19.693,162,163,1919
1991,713,40328,44509,764344,757265,5594,12.605,5332,12.015,132703,50396,82307,6.655,17.524,118401,42968,75433,5.674,15.635,14302,1.889,31.271,4125,4247,32299
1991,721,37418,44693,1462405,1479806,5073,11.368,4934,11.057,228649,113605,115044,7.677,15.451,263428,101454,161974,6.856,17.802,-34779,-2.350,30.903,3552,3612,67892
1991,722,287111,385560,6481345,6558617,57150,14.891,53582,13.962,1252157,689871,562286,10.519,19.092,1404292,565681,838611,8.625,21.411,-152135,-2.320,38.184,39191,40578,388164
1991,811,177193,192734,1125773,1145022,26533,13.851,24196,12.631,216377,101602,114775,8.873,18.897,254723,95617,159106,8.351,22.246,-38346,-3.349,37.794,18443,18626,72933
1991,812,142781,174185,1147909,1162013,22128,12.687,22599,12.957,221615,102130,119485,8.789,19.072,249461,97118,152343,8.358,21.468,-27846,-2.396,38.143,16959,17449,69855
1991,813,245565,253909,2255513,2233316,15818,6.281,11669,4.634,296952,62695,234257,2.807,13.296,252461,55314,197147,2.477,11.304,44491,1.992,22.609,7874,7897,40740
1992,113,11418,11542,85937,85790,1676,14.517,1682,14.569,20570,6882,13688,8.022,23.977,20301,7036,13265,8.201,23.664,269,0.314,47.327,1265,1266,5261
1992,114,1210,1220,11270,11495,211,17.460,188,15.556,2995,1166,1829,10.144,26.056,3484,1356,2128,11.797,30.310,-489,-4.254,52.112,141,142,966
1992,115,7663,8027,89702,87038,1149,14.469,977,12.303,23303,7397,15906,8.499,26.773,17995,5861,12134,6.734,20.675,5308,6.098,41.350,703,708,4645
1992,211,6837,8071,115884,117809,779,9.465,1097,13.329,26314,6217,20097,5.277,22.336,29542,10450,19092,8.870,25.076,-3228,-2.740,44.672,620,623,3274
1992,212,5322,7713,259629,266292,752,9.564,1052,13.379,36063,14835,21228,5.571,13.543,49126,17561,31565,6.595,18.448,-13063,-4.906,27.085,658,674,7644
1992,213,7862,8866,144833,158798,1079,11.858,1546,16.990,25680,10776,14904,6.786,16.172,53891,17416,36475,10.967,33.937,-28211,-17.765,32.343,1037,1044,7149
1992,221,5717,13627,772695,772812,1127,8.419,647,4.833,82275,41305,40970,5.345,10.646,82499,23484,59015,3.039,10.675,-224,-0.029,21.292,300,301,1417
1992,236,148562,149706,1145732,1173711,26497,17.633,27617,18.379,295036,100334,194702,8.548,25.137,351786,114427,237359,9.749,29.972,-56750,-4.835,50.274,19543,19556,82392
1992,237,34234,35284,658957,669991,3845,10.636,5578,15.430,137106,24911,112195,3.718,20.464,158720,38549,120171,5.754,23.690,-21614,-3.226,40.928,4165,4176,26467
1992,238,316319,319736,2705111,2757317,42562,13.233,46338,14.408,627511,172599,454912,6.260,22.758,731392,213900,517492,7.758,26.525,-103881,-3.767,45.516,33860,33886,161393
1992,311,20559,25520,1376085,1380021,2269,8.823,2663,10.355,138256,30473,107783,2.208,10.018,146437,48434,98003,3.510,10.611,-8181,-0.593,20.037,1758,1782,20942
1992,312,1738,2209,168937,170387,162,7.324,168,7.595,13145,2588,10557,1.519,7.715,16291,3644,12647,2.139,9.561,-3146,-1.846,15.430,127,127,1532
1992,313,7064,8528,480726,477700,842,9.921,760,8.955,46144,9086,37058,1.902,9.660,40112,12470,27642,2.610,8.397,6032,1.263,16.794,508,522,4401
1992,314,6910,7330,233558,232066,722,9.663,1005,13.451,33756,6730,27026,2.900,14.546,30700,10793,19907,4.651,13.229,3056,1.317,26.458,822,826,8141
1992,315,13968,15448,873497,870808,2421,15.526,2712,17.392,139941,48128,91813,5.527,16.070,135055,62574,72481,7.186,15.509,4886,0.561,31.018,2286,2304,44658
1992,316,1666,1856,111126,111800,175,9.371,198,10.602,12861,2690,10171,2.406,11.504,14166,5377,8789,4.809,12.671,-1305,-1.167,23.007,140,141,1331
1992,321,14341,15980,471979,468219,1465,9.075,1791,11.095,66042,14008,52034,2.992,14.105,58377,20573,37804,4.394,12.468,7665,1.637,24.936,1337,1339,11835
1992,322,3622,5647,584865,587093,258,4.541,326,5.738,36684,9320,27364,1.587,6.248,41014,10505,30509,1.789,6.986,-4330,-0.738,12.497,198,202,3879
1992,323,42035,44047,812066,818945,3666,8.268,4256,9.598,89295,25928,63367,3.166,10.904,103683,33704,69979,4.116,12.661,-14388,-1.757,21.807,3468,3476,21955
1992,324,1106,2005,112735,112363,106,5.182,187,9.142,9226,2682,6544,2.387,8.211,8426,3955,4471,3.520,7.499,800,0.712,14.998,78,78,615
1992,325,8481,12258,917602,916371,757,6.126,954,7.721,78022,18946,59076,2.068,8.514,75130,22666,52464,2.473,8.199,2892,0.316,16.397,566,574,6778
1992,326,12295,14940,852890,843856,1068,7.145,1082,7.239,101868,20965,80903,2.484,12.072,83510,23528,59982,2.788,9.896,18358,2.175,19.792,748,757,10103
1992,327,11173,15041,454569,458853,998,6.575,1275,8.399,51372,13233,38139,2.884,11.196,59532,19024,40508,4.146,12.974,-8160,-1.778,22.392,797,805,7025
1992,331,4155,5119,582964,592913,261,5.018,425,8.172,34563,6324,28239,1.067,5.829,54289,14327,39962,2.416,9.156,-19726,-3.327,11.659,284,285,3665
1992,332,50767,54423,1513490,1534263,3779,6.888,4660,8.494,156935,35861,121074,2.337,10.229,198015,51443,146572,3.353,12.906,-41080,-2.678,20.457,3440,3462,27653
1992,333,25564,28061,1253285,1274234,1734,6.145,2049,7.261,109416,23143,86273,1.816,8.587,150998,36496,114502,2.864,11.850,-41582,-3.263,17.174,1433,1444,13099
1992,334,13623,15531,1528430,1585871,1452,9.299,1619,10.369,126161,31244,94917,1.970,7.955,240830,72558,168272,4.575,15.186,-114669,-7.231,15.911,1107,1112,19178
1992,335,5439,6541,555360,561052,431,6.525,560,8.478,46972,11807,35165,2.104,8.372,58571,15637,42934,2.787,10.439,-11599,-2.067,16.744,357,360,3937
1992,336,9463,11213,1786713,1787515,830,7.351,987,8.741,190666,55486,135180,3.104,10.667,191250,69668,121582,3.897,10.699,-584,-0.033,21.333,708,713,9037
1992,337,17171,18203,530679,535179,1906,10.336,2382,12.917,65598,16305,49293,3.047,12.257,74731,25567,49164,4.777,13.964,-9133,-1.707,24.514,1797,1809,15400
1992,339,25633,26731,653523,649755,2589,9.639,2848,10.603,87391,21578,65813,3.321,13.450,79877,27401,52476,4.217,12.293,7514,1.156,24.587,2221,2223,15200
1992,423,167164,214764,2601353,2631123,22231,10.326,23279,10.813,402064,129759,272305,4.932,15.281,460769,161019,299750,6.120,17.512,-58705,-2.231,30.562,13754,14487,75909
1992,424,96644,124008,1936440,1926638,13091,10.513,14120,11.339,337776,104562,233214,5.427,17.532,318561,127480,191081,6.617,16.535,19215,0.997,33.069,8812,8983,50517
1992,425,31274,33535,287416,290943,3771,11.299,3451,10.340,47766,16348,31418,5.619,16.418,54972,22325,32647,7.673,18.894,-7206,-2.477,32.835,2148,2169,10993
1992,441,87215,109183,1430299,1434187,9585,8.716,11156,10.145,198984,70188,128796,4.894,13.874,206384,85276,121108,5.946,14.390,-7400,-0.516,27.749,7414,7709,61223
1992,442,44836,58758,422237,424793,6535,11.086,6913,11.727,76336,30445,45891,7.167,17.970,81737,29101,52636,6.851,19.242,-5401,-1.271,35.940,4264,4552,17626
1992,443,29255,45222,333851,331983,5295,11.648,5769,12.691,72002,32806,39196,9.882,21.688,68362,29001,39361,8.736,20.592,3640,1.096,41.184,3173,3441,15057
1992,444,70757,93174,969608,969870,6515,6.932,8147,8.668,145947,47265,98682,4.873,15.048,147885,53355,94530,5.501,15.248,-1938,-0.200,30.096,5144,5293,25723
1992,445,103414,141308,2678677,2696357,15104,10.578,18065,12.652,331063,145332,185731,5.390,12.278,366102,124282,241820,4.609,13.578,-35039,-1.299,24.556,11593,12005,62031
1992,446,46761,77392,755314,757015,7292,9.400,7665,9.880,116165,51869,64296,6.852,15.345,119203,48105,71098,6.355,15.746,-3038,-0.401,30.690,4343,4504,22081
1992,447,74999,127511,897279,917027,10901,8.441,14153,10.960,153307,61105,92202,6.663,16.718,192243,76218,116025,8.311,20.964,-38936,-4.246,33.436,8098,8576,43362
1992,448,75343,164179,1326185,1341090,17594,10.579,21855,13.141,242090,113305,128785,8.449,18.052,271608,106939,164669,7.974,20.253,-29518,-2.201,36.103,10430,11844,45287
1992,451,40235,57276,432990,429746,7046,12.267,7372,12.834,87523,35497,52026,8.260,20.366,80846,31889,48957,7.420,18.813,6677,1.554,37.625,4842,5115,17823
1992,452,10425,33968,2067662,2085594,3056,8.931,3553,10.384,203296,96087,107209,4.607,9.748,241890,72424,169466,3.473,11.598,-38594,-1.851,19.495,1450,1543,10950
1992,453,88604,106004,598591,599995,15787,14.875,16038,15.112,138669,64226,74443,10.704,23.112,140448,64427,76021,10.738,23.408,-1779,-0.297,46.223,11144,11484,37398
1992,454,27697,36075,417832,417646,3883,10.705,4279,11.797,81424,28618,52806,6.852,19.496,80242,25264,54978,6.049,19.213,1182,0.283,38.426,2530,2573,13633
1992,481,1712,4211,458438,476760,437,10.333,473,11.185,37242,4875,32367,1.023,7.811,75895,8222,67673,1.725,15.919,-38653,-8.107,15.623,180,183,2071
1992,483,664,1012,52106,52279,119,11.794,113,11.199,9057,2452,6605,4.690,17.325,9328,1894,7434,3.623,17.843,-271,-0.518,34.649,67,67,991
1992,484,66524,77766,1106933,1098535,11772,15.190,11233,14.495,208583,67956,140627,6.186,18.987,190869,75085,115784,6.835,17.375,17714,1.613,34.750,8349,8450,46285
1992,485,11465,13213,279761,276452,1898,14.465,1715,13.070,56506,20773,35733,7.514,20.440,49723,18666,31057,6.752,17.986,6783,2.454,35.972,1282,1289,11028
1992,486,221,2071,58327,59883,298,14.745,198,9.797,9226,5941,3285,9.921,15.407,12293,4361,7932,7.283,20.529,-3067,-5.122,30.814,25,25,176
1992,487,1548,1620,19053,18743,309,19.782,193,12.356,4527,1606,2921,8.569,24.153,3946,1800,2146,9.604,21.053,581,3.100,42.106,151,151,1272
1992,488,17948,22567,325333,325726,3545,16.005,2710,12.235,67650,24326,43324,7.468,20.769,68709,25703,43006,7.891,21.094,-1059,-0.325,41.538,1803,1844,13785
1992,492,4800,7984,415614,420815,1273,16.161,1059,13.444,40870,13318,27552,3.165,9.712,52788,13650,39138,3.244,12.544,-11918,-2.832,19.424,731,735,5119
1992,493,6152,10331,446642,441789,958,9.303,891,8.653,81192,34167,47025,7.734,18.378,71555,16381,55174,3.708,16.197,9637,2.181,32.393,310,320,3206
1992,511,19672,23432,797184,852283,2882,12.405,2482,10.684,88836,28135,60701,3.301,10.423,201988,29987,172001,3.518,23.700,-113152,-13.276,20.847,1822,1828,14369
1992,512,11302,15876,226968,241474,2484,15.653,2470,15.565,48523,22434,26089,9.290,20.095,76865,45600,31265,18.884,31.832,-28342,-11.737,40.189,1402,1520,11029
1992,515,6085,8174,235517,238720,882,10.841,805,9.895,31612,13877,17735,5.813,13.242,37670,13285,24385,5.565,15.780,-6058,-2.538,26.485,527,530,5494
1992,517,6305,29910,1078272,1090654,3727,12.544,3328,11.201,158868,63680,95188,5.839,14.566,182434,76019,106415,6.970,16.727,-23566,-2.161,29.133,773,793,13689
1992,518,5059,7325,268089,274863,1057,14.330,1159,15.713,55806,20528,35278,7.468,20.303,68368,29776,38592,10.833,24.873,-12562,-4.570,40.606,530,540,17425
1992,519,2412,2829,38290,37422,242,8.548,246,8.690,6330,1260,5070,3.367,16.915,4579,1530,3049,4.089,12.236,1751,4.679,24.473,180,181,1079
1992,521,14,44,24095,24187,D,D,10,20.619,624,D,623,D,2.580,803,290,513,1.199,3.320,-179,-0.740,5.160,3,3,10
1992,522,42562,145064,2561868,2596495,12703,8.827,10403,7.229,427221,133873,293348,5.156,16.454,499108,131491,367617,5.064,19.222,-71887,-2.769,32.908,3137,3424,35422
1992,523,23781,38010,511882,500640,6792,18.512,4153,11.319,101414,36308,65106,7.252,20.257,78368,33077,45291,6.607,15.654,23046,4.603,31.307,2521,2551,13223
1992,524,108591,153184,2241178,2256021,15271,9.956,15675,10.219,341969,120540,221429,5.343,15.158,370861,149164,221697,6.612,16.439,-28892,-1.281,30.316,8368,8484,62162
1992,525,680,711,18012,17405,117,16.318,129,17.992,3003,605,2398,3.476,17.254,1738,817,921,4.694,9.986,1265,7.268,19.972,81,81,409
1992,531,155708,172662,1071881,1072278,22805,13.265,21310,12.396,235199,98945,136254,9.228,21.935,235509,92423,143086,8.619,21.963,-310,-0.029,43.869,15543,15732,60658
1992,532,36370,54953,476767,493120,7705,14.018,7728,14.060,101221,44371,56850,8.998,20.527,131814,55493,76321,11.253,26.731,-30593,-6.204,41.053,4879,5321,33510
1992,533,1322,1467,21607,20664,265,18.512,194,13.552,5501,1477,4024,7.148,26.621,3759,1336,2423,6.465,18.191,1742,8.430,36.382,124,124,1001
1992,541,432139,469711,4665589,4652460,62903,13.538,52788,11.361,860879,304047,556832,6.535,18.504,829925,338609,491316,7.278,17.838,30954,0.665,35.677,37120,37446,227254
1992,551,28396,53457,3213472,3231654,4880,9.028,6076,11.240,572092,154983,417109,4.796,17.703,609150,173008,436142,5.354,18.849,-37058,-1.147,35.406,887,922,14297
1992,561,200007,230010,4494763,4408123,38329,16.795,34736,15.221,1158912,422765,736147,9.591,26.290,982669,356039,626630,8.077,22.292,176243,3.998,44.584,25536,25777,215155
1992,562,12322,14128,219460,219122,1808,12.817,1765,12.512,43421,15119,28302,6.900,19.816,42684,15624,27060,7.130,19.480,737,0.336,38.959,1265,1274,8719
1992,611,41577,46887,1975609,1945372,5551,11.992,4356,9.410,200344,36314,164030,1.867,10.298,139040,33652,105388,1.730,7.147,61304,3.151,14.294,3143,3203,24002
1992,621,371419,404693,3396070,3286175,33041,8.235,26111,6.508,640465,194530,445935,5.920,19.490,420140,137570,282570,4.186,12.785,220325,6.705,25.570,18819,19135,85800
1992,622,3794,5960,4573669,4496042,255,4.274,268,4.492,434316,133315,301001,2.965,9.660,280938,65732,215206,1.462,6.249,153378,3.411,12.497,142,145,40982
1992,623,26636,45077,2058225,2009424,4947,11.237,2844,6.460,281316,111024,170292,5.525,14.000,184318,70168,114150,3.492,9.173,96998,4.827,18.345,1803,1875,44150
1992,624,68535,90610,1254152,1224337,10519,11.853,6793,7.654,222392,64825,157567,5.295,18.164,162836,43274,119562,3.534,13.300,59556,4.864,26.600,4519,4622,26333
1992,711,19511,20010,269172,269759,3716,18.685,3471,17.453,72241,24586,47655,9.114,26.780,72975,32757,40218,12.143,27.052,-734,-0.272,53.560,2471,2474,14278
1992,712,3023,3319,66879,65789,253,7.710,178,5.424,8754,1466,7288,2.228,13.306,6478,1287,5191,1.956,9.847,2276,3.460,19.693,109,109,621
1992,713,41172,45392,806379,784810,5716,12.718,4822,10.729,157000,55848,101152,7.116,20.005,113583,39714,73869,5.060,14.473,43417,5.532,28.945,3539,3592,28680
1992,721,37035,44289,1470411,1477940,4827,10.898,4834,10.914,217991,97247,120744,6.580,14.750,233088,104569,128519,7.075,15.771,-15097,-1.021,29.499,2988,3044,60460
1992,722,292427,392662,6657097,6579455,57836,14.821,52964,13.573,1386432,698171,688261,10.611,21.072,1235630,541207,694423,8.226,18.780,150802,2.292,37.560,36112,37098,326088
1992,811,181849,198851,1140012,1146115,25717,12.982,24197,12.215,218707,94371,124336,8.234,19.082,230732,88041,142691,7.682,20.132,-12025,-1.049,38.165,17657,17777,60207
1992,812,140367,172109,1121514,1128544,21180,12.261,22434,12.987,210938,90267,120671,7.999,18.691,224752,94806,129946,8.401,19.915,-13814,-1.224,37.382,15373,15753,63918
1992,813,252491,260870,2316323,2287117,16174,6.259,11227,4.345,329173,61140,268033,2.673,14.392,270610,56822,213788,2.484,11.832,58563,2.561,23.664,7093,7126,39287
1993,113,11803,11931,87059,87056,1809,15.316,1569,13.284,19910,7049,12861,8.097,22.870,20080,6030,14050,6.927,23.066,-170,-0.195,45.741,1149,1149,4329
1993,114,1350,1367,11562,11544,192,14.066,188,13.773,3273,1322,1951,11.452,28.352,3227,1633,1594,14.146,27.954,46,0.398,55.908,136,137,1297
1993,115,7583,7930,87172,87375,1040,13.116,1039,13.103,21679,6645,15034,7.605,24.811,21858,7493,14365,8.576,25.016,-179,-0.205,49.623,722,723,4996
1993,211,6892,8089,100146,109360,768,9.429,880,10.804,16069,6435,9634,5.884,14.694,34629,5644,28985,5.161,31.665,-18560,-16.972,29.387,563,564,1928
1993,212,5111,7465,246351,253158,635,8.337,939,12.328,29567,9798,19769,3.870,11.679,43446,16683,26763,6.590,17.162,-13879,-5.482,23.359,581,597,7096
1993,213,7423,8391,134358,136160,1192,14.062,1364,16.091,35322,13292,22030,9.762,25.942,38768,15006,23762,11.021,28.472,-3446,-2.531,51.883,918,920,6355
1993,221,6039,14072,759131,765841,894,6.425,578,4.154,59421,17240,42181,2.251,7.759,73117,10426,62691,1.361,9.547,-13696,-1.788,15.518,217,221,1339
1993,236,148514,149645,1153765,1142838,27142,18.281,24795,16.700,311234,101289,209945,8.863,27.233,289149,96548,192601,8.448,25.301,22085,1.932,50.602,17685,17689,70881
1993,237,34861,35933,648229,656832,4490,12.512,4396,12.250,133105,26506,106599,4.035,20.265,151170,32789,118381,4.992,23.015,-18065,-2.750,40.529,3339,3344,20248
1993,238,320408,323778,2748940,2723282,47416,14.787,41166,12.838,684799,186516,498283,6.849,25.146,633602,189992,443610,6.977,23.266,51197,1.880,46.532,30765,30786,149692
1993,311,20705,25547,1394493,1386209,2244,8.787,2225,8.713,142626,32975,109651,2.379,10.289,125342,37389,87953,2.697,9.042,17284,1.247,18.084,1586,1635,17346
1993,312,1738,2207,166694,168075,153,6.934,152,6.889,13774,1819,11955,1.082,8.195,16362,2832,13530,1.685,9.735,-2588,-1.540,16.390,104,104,1087
1993,313,7166,8617,472241,475849,813,9.467,755,8.791,41950,10731,31219,2.255,8.816,48785,15836,32949,3.328,10.252,-6835,-1.436,17.632,569,577,4526
1993,314,6899,7320,232511,232520,814,11.095,847,11.545,31046,8805,22241,3.787,13.352,31073,11423,19650,4.913,13.364,-27,-0.012,26.704,679,680,6884
1993,315,13896,15340,851861,861460,2597,16.876,2695,17.513,125833,45763,80070,5.312,14.607,144545,62800,81745,7.290,16.779,-18712,-2.172,29.214,2258,2277,45364
1993,316,1674,1858,112662,111611,185,9.992,172,9.290,15758,5122,10636,4.589,14.119,13994,4141,9853,3.710,12.538,1764,1.580,25.076,129,129,1412
1993,321,14596,16247,494096,484087,1674,10.342,1554,9.600,71520,17538,53982,3.623,14.774,51490,16756,34734,3.461,10.637,20030,4.138,21.273,1200,1209,10626
1993,322,3648,5670,584535,584095,283,5.001,261,4.612,36851,7995,28856,1.369,6.309,35977,10664,25313,1.826,6.159,874,0.150,12.319,169,173,2729
1993,323,41641,43650,814434,813935,3573,8.150,3951,9.013,93033,23191,69842,2.849,11.430,92295,28254,64041,3.471,11.339,738,0.091,22.679,3280,3290,18856
1993,324,1116,2059,112897,112938,153,7.515,107,5.255,8637,2296,6341,2.033,7.648,8774,2005,6769,1.775,7.769,-137,-0.121,15.295,57,58,623
1993,325,8692,12526,908138,909423,907,7.292,733,5.893,72264,15086,57178,1.659,7.946,74369,15387,58982,1.692,8.178,-2105,-0.231,15.892,444,451,4310
1993,326,12373,15055,882800,866914,1075,7.165,973,6.485,104093,20542,83551,2.370,12.007,72395,19799,52596,2.284,8.351,31698,3.656,16.702,699,705,8167
1993,327,11179,15011,455438,454622,1065,7.081,1122,7.460,48496,10820,37676,2.380,10.667,46855,12392,34463,2.726,10.306,1641,0.361,20.613,732,741,5355
1993,331,4154,5115,573655,578117,287,5.594,318,6.198,37683,7179,30504,1.242,6.518,46866,7401,39465,1.280,8.107,-9183,-1.588,13.036,218,218,3068
1993,332,51283,54899,1524173,1520859,4243,7.754,3882,7.094,173907,34868,139039,2.293,11.435,167830,45833,121997,3.014,11.035,6077,0.400,22.070,2920,2943,22729
1993,333,25775,28228,1246498,1250355,1912,6.786,1808,6.417,122157,22937,99220,1.834,9.770,129877,36821,93056,2.945,10.387,-7720,-0.617,19.540,1306,1315,11382
1993,334,13799,15685,1495770,1515713,1466,9.388,1329,8.510,133323,28044,105279,1.850,8.796,172239,35366,136873,2.333,11.364,-38916,-2.568,17.592,952,959,11683
1993,335,5370,6453,554138,554460,400,6.163,474,7.304,50025,8942,41083,1.613,9.022,50223,12265,37958,2.212,9.058,-198,-0.036,18.045,325,328,4157
1993,336,9575,11288,1774000,1792308,972,8.639,899,7.990,161931,39965,121966,2.230,9.035,199508,44816,154692,2.500,11.131,-37577,-2.097,18.070,634,640,9584
1993,337,17597,18587,545246,538646,2195,11.850,2067,11.159,75196,17235,57961,3.200,13.960,62027,22510,39517,4.179,11.515,13169,2.445,23.031,1549,1567,13783
1993,339,26179,27290,679944,667199,2895,10.712,2366,8.755,96753,27145,69608,4.069,14.501,70742,17478,53264,2.620,10.603,26011,3.899,21.206,1852,1858,10253
1993,423,168971,216732,2639448,2617421,22424,10.391,20576,9.534,418422,119653,298769,4.571,15.986,374332,130150,244182,4.972,14.302,44090,1.684,28.603,13784,14158,71191
1993,424,98222,124947,1963560,1948019,13144,10.551,12402,9.955,301002,92936,208066,4.771,15.452,269377,91896,177481,4.717,13.828,31625,1.623,27.657,8562,8723,52118
1993,425,31990,34238,290362,289031,3662,10.805,2967,8.755,46600,14536,32064,5.029,16.123,44027,13929,30098,4.819,15.233,2573,0.890,30.465,2050,2057,8765
1993,441,87588,109477,1468998,1449428,9455,8.651,9099,8.325,204418,64512,139906,4.451,14.103,165602,61350,104252,4.233,11.425,38816,2.678,22.851,6482,6736,45645
1993,442,45026,58947,441732,432457,5865,9.947,5893,9.995,86448,28408,58040,6.569,19.990,67963,25131,42832,5.811,15.716,18485,4.274,31.431,3923,4155,16384
1993,443,29569,45394,341352,337057,5108,11.275,4931,10.884,67990,29286,38704,8.689,20.172,59550,23581,35969,6.996,17.668,8440,2.504,35.335,3116,3316,14964
1993,444,70521,93007,987672,978158,6337,6.797,6780,7.272,144082,46174,97908,4.721,14.730,125674,37779,87895,3.862,12.848,18408,1.882,25.696,4797,4946,21715
1993,445,103384,140994,2716856,2700459,15392,10.905,15700,11.123,355457,161914,193543,5.996,13.163,323926,114279,209647,4.232,11.995,31531,1.168,23.990,10499,10781,56412
1993,446,46405,77224,758821,757017,6558,8.485,6696,8.663,107457,44623,62834,5.895,14.195,105262,40374,64888,5.333,13.905,2195,0.290,27.810,4036,4243,20947
1993,447,74092,125190,890766,893882,9958,7.885,12146,9.618,158318,56472,101846,6.318,17.711,164910,69230,95680,7.745,18.449,-6592,-0.737,35.423,6825,7181,36092
1993,448,74028,160572,1349576,1337767,15963,9.835,19441,11.978,272451,99856,172595,7.464,20.366,248322,97599,150723,7.296,18.562,24129,1.804,37.125,9067,9980,37605
1993,451,40678,57519,445470,439200,6774,11.801,6535,11.385,92105,38493,53612,8.764,20.971,79281,31276,48005,7.121,18.051,12824,2.920,36.102,4275,4479,16429
1993,452,10407,34522,2188113,2127656,3064,8.949,2498,7.296,291155,130804,160351,6.148,13.684,173827,46998,126829,2.209,8.170,117328,5.514,16.340,1144,1240,7020
1993,453,90360,107831,627320,613212,14910,13.937,13206,12.344,143440,63929,79511,10.425,23.392,115252,45588,69664,7.434,18.795,28188,4.597,37.590,9810,10123,32820
1993,454,28131,36118,417158,416873,3861,10.703,3773,10.459,71804,21552,50252,5.170,17.224,70977,26379,44598,6.328,17.026,827,0.198,34.052,2460,2495,12792
1993,481,1736,4216,459026,458444,481,11.432,464,11.028,42475,7327,35148,1.598,9.265,40588,8074,32514,1.761,8.853,1887,0.412,17.707,183,186,2073
1993,483,680,1040,48523,50099,137,13.359,108,10.531,7114,1895,5219,3.783,14.200,9948,2611,7337,5.212,19.857,-2834,-5.657,28.400,68,68,1066
1993,484,69045,80229,1131728,1120150,12866,16.265,10613,13.417,205909,65919,139990,5.885,18.382,183099,71055,112044,6.343,16.346,22810,2.036,32.692,7991,8093,47273
1993,485,11791,13590,287125,283523,1839,13.719,1469,10.959,48984,17850,31134,6.296,17.277,41479,15664,25815,5.525,14.630,7505,2.647,29.260,1167,1186,10893
1993,486,231,2057,54389,56287,171,8.285,185,8.963,5198,2345,2853,4.166,9.235,9018,2269,6749,4.031,16.022,-3820,-6.787,18.470,26,31,341
1993,487,1625,1694,19922,19579,254,15.214,205,12.279,4386,1049,3337,5.358,22.402,3749,1200,2549,6.129,19.149,637,3.254,38.297,145,146,838
1993,488,18816,23424,335622,331558,3287,14.258,2548,11.052,66631,22022,44609,6.642,20.096,58397,19794,38603,5.970,17.613,8234,2.483,35.226,1729,1769,9306
1993,492,5148,8417,441943,429206,1177,14.349,748,9.119,54138,8136,46002,1.896,12.614,27188,7467,19721,1.740,6.334,26950,6.279,12.669,548,551,4687
1993,493,6197,10294,426003,436575,818,7.913,905,8.755,63620,14812,48808,3.393,14.573,85384,23229,62155,5.321,19.558,-21764,-4.985,29.145,272,279,3082
1993,511,20254,24184,812435,804167,2993,12.572,2240,9.409,98673,34803,63870,4.328,12.270,82609,29596,53013,3.680,10.273,16064,1.998,20.545,1640,1645,12978
1993,512,11644,16212,245953,245783,2404,14.975,2087,13.000,51325,15517,35808,6.313,20.882,51321,19626,31695,7.985,20.881,4,0.002,41.761,1332,1361,14442
1993,515,6268,8317,238849,237446,864,10.467,739,8.953,32509,12102,20407,5.097,13.691,29911,11307,18604,4.762,12.597,2598,1.094,25.194,494,520,5555
1993,517,6919,30026,1059897,1070177,3719,12.410,3604,12.026,159956,58334,101622,5.451,14.947,179048,58935,120113,5.507,16.731,-19092,-1.784,29.893,665,690,5998
